"ano","codigo_da_ies","nome_da_ies","sigla_da_ies","organizacao_academica","categoria_administrativa","codigo_do_curso","codigo_da_area","area_de_avaliacao","modalidade_de_ensino","codigo_do_municipio","municipio_do_curso","sigla_da_uf","no_de_concluintes_inscritos","no_de_concluintes_participantes","nota_bruta_fg","nota_padronizada_fg","nota_bruta_ce","nota_padronizada_ce","conceito_enade_.continuo.","concluintes_participantes_com_nota_no_enem","proporcao_de_concluintes_participantes_com_nota_no_enem","nota_bruta_idd","nota_padronizada_idd","nota_bruta_._organizacao_didatico.pedagogica","nota_padronizada_organizacao_didatico.pedagogica","nota_bruta_._infraestrutura_e_instalacoes_fisicas","nota_padronizada_infraestrutura_e_instalacoes_fisicas","nota_bruta_._oportunidade_de_ampliacao_da_formacao","nota_padronizada_oportunidade_de_ampliacao_da_formacao","nota_bruta_mestres","nota_padronizada_mestres","nota_bruta_doutores","nota_padronizada_doutores","nota_bruta_._regime_de_trabalho","nota_padronizada_regime_de_trabalho","cpc_.continuo.","cpc_.faixa.","entidade_beneficiente_de_assistencia_social_.cebas."
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",2529,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",75,53,39.518,3.809,49.664,3.259,3.397,40,"0.754",-1.89,1.71,5.342,2.7,5.199,3.162,4.926,2.971,1,5,0.743,3.717,0.615,2.928,2.865,"3","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",2540,2402,"HISTÓRIA (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",45,40,46.69,3.999,59.362,3.771,3.828,30,"0.75",2.084,3.475,5.177,2.31,5.302,3.71,4.765,2.974,1,5,0.875,4.375,0.791,3.611,3.717,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",2541,3002,"GEOGRAFIA (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",21,18,41.733,3.256,55.394,3.883,3.726,13,"0.722",1.779,3.024,5.707,3.982,5.725,4.405,5.377,3.883,1,5,0.826,4.13,0.869,3.858,3.704,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",2545,1402,"FÍSICA (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",17,11,44.363,3.126,50.09,3.335,3.283,6,"0.545",1.114,2.759,5.006,2.307,4.84,2.609,5.144,3.591,1,5,0.071,0.357,0.75,1.249,2.537,"3","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",53592,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4206900,"Ibirama","SC",1,0,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.5,2.5,0.5,2.205,NA,"SC","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",54520,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4209102,"Joinville","SC",51,45,44.711,3.583,44.331,3.189,3.287,37,"0.822",1.006,3.149,5.142,3.036,5.385,3.64,5.106,3.71,1,5,0.046,0.232,0.697,3.056,2.901,"3","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",62742,72,"TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS","Educação Presencial",4209102,"Joinville","SC",58,50,39.914,3.637,37.594,3.478,3.518,30,"0.6",0.544,2.601,4.389,1.991,5.067,2.992,4.608,3.136,0.969,4.772,0.03,0.151,0.515,2.433,2.554,"3","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",92200,4301,"MÚSICA (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",29,26,47.592,4.551,63.584,4.479,4.497,13,"0.5",3.79,3.741,5.171,2.009,5.05,3.148,5.124,3.392,1,5,0.307,1.538,0.73,2.576,3.401,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",113293,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4215802,"São Bento do Sul","SC",46,40,32.72,2.138,38.555,2.119,2.124,31,"0.775",0.491,2.545,4.462,1.527,4.576,1.925,4.68,2.956,0.882,4.117,0.47,2.352,0.882,4.342,2.587,"3","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",113295,702,"MATEMÁTICA (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",37,33,46.533,3.937,62.824,4.063,4.031,26,"0.787",1.704,3.035,5.243,2.86,5.275,3.343,5.286,3.713,1,5,0.064,0.322,0.741,3.064,2.996,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",117352,2501,"ARTES VISUAIS (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",24,22,49.531,4.318,57.586,3.404,3.632,10,"0.454",1.529,2.864,5.475,3.331,5.177,3.54,5.13,3.514,1,5,0.263,1.315,0.473,1.315,2.914,"3","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",123124,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",64,50,33.674,2.88,47.484,3.336,3.222,31,"0.62",-0.273,2.434,4.9,1.924,4.915,2.673,4.624,2.759,1,5,0.729,3.648,0.81,3.948,3.062,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",123128,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4205407,"Florianópolis","SC",82,67,36.68,3.59,52.137,4.162,4.019,51,"0.761",0.03,2.586,4.98,2.179,5.045,2.695,4.703,2.916,1,5,0.756,3.78,0.853,4.163,3.334,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",302540,2401,"HISTÓRIA (BACHARELADO)","Educação Presencial",4205407,"Florianópolis","SC",17,15,43.653,2.521,66.14,3.854,3.521,12,"0.8",3.192,3.464,5.401,3.936,5.482,4.286,4.875,3.515,1,5,0.863,4.034,0.772,3.106,3.727,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",302541,3001,"GEOGRAFIA (BACHARELADO)","Educação Presencial",4205407,"Florianópolis","SC",39,27,42.011,2.881,48.696,3.465,3.319,14,"0.518",1.816,3.099,5.153,2.492,5.31,3.558,4.938,3.142,1,5,0.888,4.166,0.888,3.939,3.487,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1125448,2001,"PEDAGOGIA (LICENCIATURA)","Educação a Distância",4205407,"Florianópolis","SC",7,0,NA,NA,NA,NA,NA,0,"0",NA,NA,5.53,3.357,5.375,3.567,5.176,3.443,0.951,4.647,0.463,2.317,0.439,1.979,NA,"SC","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1147485,1502,"QUÍMICA (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",22,20,51.185,4.259,46.855,3.255,3.506,14,"0.7",4.392,4.289,5.425,3.303,5.437,3.826,5.102,3.2,1,5,0.062,0.312,0.687,0.028,3.145,"4","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1339438,1602,"CIÊNCIAS BIOLÓGICAS (LICENCIATURA)","Educação a Distância",4205407,"Florianópolis","SC",11,0,NA,NA,NA,NA,NA,0,"0",NA,NA,5.588,3.869,5.407,3.787,5.066,3.419,1,5,0.5,2.5,0.75,2.968,NA,"SC","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1357571,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4209409,"Laguna","SC",21,14,35.8,2.089,45.378,2.849,2.659,12,"0.857",-1.01,2,5.26,2.839,5.173,3.199,4.748,3.103,1,5,0.875,4.166,0.812,3.38,2.936,"3","-"
"2021",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1363761,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4209409,"Laguna","SC",16,15,52.553,4.439,53.833,4.055,4.151,13,"0.866",3.708,4.116,5.222,2.727,4.928,2.666,4.896,3.328,1,5,0.833,3.888,0.722,2.601,3.845,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3662,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",19,19,28.684,2.22,44.11,2.974,2.785,11,"0.578",2.647,3.265,5.577,3.82,5.547,4.029,5.439,4.086,0.972,4.789,0.513,2.567,0.432,1.846,3.173,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3664,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",11,10,37.2,3.453,56.37,4.135,3.965,7,"0.7",7.433,5,5.693,3.926,5.619,4.126,5.672,4.381,1,5,0.696,3.484,0.727,3.531,4.315,"5","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3670,5402,"CIÊNCIAS SOCIAIS (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",4,4,49.475,3.7,54.35,3.678,3.684,2,"0.5",5.075,4.158,5.284,2.857,5.491,4.465,4.982,3.481,1,5,0.764,3.529,0.647,0,3.621,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3671,2402,"HISTÓRIA (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",6,6,42.5,3.331,60.133,3.845,3.717,5,"0.833",8.058,5,5.745,4.167,5.65,4.354,5.412,4.036,1,5,0.75,3.75,0.812,3.75,4.343,"5","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3673,1602,"CIÊNCIAS BIOLÓGICAS (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",11,11,51.518,4.263,60.745,4.501,4.442,9,"0.818",7.123,5,5.359,3.24,5.545,4.07,5.249,3.728,1,5,0.681,3.409,0.59,1.676,4.19,"5","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3674,1502,"QUÍMICA (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",5,5,42.12,2.948,40,2.436,2.564,2,"0.4",-5.334,0.675,4.557,0.736,4.966,2.843,4.4,1.791,1,5,0.875,4.375,0.875,3.011,2.248,"3","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3675,702,"MATEMÁTICA (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",1,1,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.521,2.608,0.608,2.065,NA,"SC","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3676,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4202404,"Blumenau","SC",37,30,37.996,2.613,40.29,2.717,2.691,27,"0.9",1.818,3.533,5.004,2.721,5.367,3.602,5.183,3.821,0.973,4.684,0.421,2.105,0.684,2.969,3.144,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",34683,905,"LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",13,12,41.933,2.693,49.533,3.534,3.324,7,"0.583",-1.615,1.809,5.312,2.47,5.298,3.443,5.432,3.98,1,5,0.476,2.38,0.619,2.777,2.695,"3","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",54172,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4202404,"Blumenau","SC",15,13,40.576,3.222,48.015,3.795,3.651,13,"1",3.244,3.577,5.011,2.766,5.38,3.662,5.118,3.634,0.928,4.464,0.285,1.428,0.714,3.403,3.268,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",64650,26,"DESIGN","Educação Presencial",4202404,"Blumenau","SC",34,30,42.38,2.833,45.89,2.046,2.243,25,"0.833",-0.769,2.191,5.132,2.296,4.763,2.639,4.705,2.881,0.954,4.431,0.409,1.916,0.818,3.766,2.494,"3","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",303662,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4202404,"Blumenau","SC",22,20,34.58,3.28,49.855,3.823,3.687,6,"0.3",4.086,4.17,4.635,1.224,4.731,1.938,4.662,2.849,0.975,4.784,0.45,2.25,0.45,1.857,3.292,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",303673,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4202404,"Blumenau","SC",5,5,40.36,2.729,44.42,2.712,2.717,3,"0.6",2.81,3.713,5.407,3.268,5.477,3.862,5.382,4.065,1,5,0.63,2.536,0.565,1.245,3.231,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",303674,1501,"QUÍMICA (BACHARELADO)","Educação Presencial",4202404,"Blumenau","SC",8,7,49.442,4.528,26.114,0.816,1.744,5,"0.714",0.984,3.426,5.424,3.645,5.75,4.309,5.071,3.301,1,5,0.642,2.544,0.75,2.142,3.037,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",1178043,2501,"ARTES VISUAIS (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",15,14,35.664,2.277,59.907,3.696,3.341,9,"0.642",6.297,4.499,4.905,1.145,5.141,3.473,4.648,2.503,1,5,0.391,1.956,0.695,2.869,3.448,"4","-"
"2021",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",1212035,4301,"MÚSICA (LICENCIATURA)","Educação Presencial",4202404,"Blumenau","SC",13,12,31.65,1.261,45.016,1.877,1.723,8,"0.666",-0.563,1.813,5.108,1.751,5.188,3.416,4.607,2.441,0.882,3.529,0.352,1.764,0.647,1.823,2.008,"3","-"
"2021",80,"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ","UNIDAVI","Centro Universitário","Privada sem fins lucrativos",20985,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4214805,"Rio do Sul","SC",10,9,37.755,2.833,44.344,3.145,3.067,5,"0.555",6.179,4.677,5.849,4.659,5.943,4.877,5.91,4.86,0.941,4.558,0.588,2.941,0.705,3.356,4,"5","X"
"2021",80,"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ","UNIDAVI","Centro Universitário","Privada sem fins lucrativos",84852,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4214805,"Rio do Sul","SC",2,1,NA,NA,NA,NA,NA,0,"0",NA,NA,6,5,0,0,6,5,1,5,0.142,0.714,0.571,2.619,NA,"SC","X"
"2021",80,"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ","UNIDAVI","Centro Universitário","Privada sem fins lucrativos",384852,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4214805,"Rio do Sul","SC",26,18,34.361,3.248,48.322,3.595,3.508,12,"0.666",2.808,3.671,5.956,4.88,5.955,4.892,5.914,4.862,0.941,4.491,0.647,3.235,0.705,3.319,3.79,"4","X"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",3802,2402,"HISTÓRIA (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",16,16,46.65,3.993,64.425,4.259,4.192,14,"0.875",3.296,3.866,5.357,2.899,5.25,3.616,5.106,3.534,0.941,4.313,0.588,2.941,0.941,4.607,3.788,"4","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",3808,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",20,13,26.123,1.881,31.492,1.617,1.683,8,"0.615",-3.729,1.451,5.237,2.869,5.479,3.883,4.782,3.015,0.952,4.629,0.333,1.666,0.857,4.206,2.242,"3","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",17943,26,"DESIGN","Educação Presencial",4209102,"Joinville","SC",55,49,49.367,3.979,50.848,3.117,3.332,38,"0.775",0.627,2.831,5.103,2.207,5.209,3.489,4.502,2.548,1,5,0.344,1.581,0.862,4.064,2.978,"4","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",42055,905,"LETRAS-PORTUGUÊS E INGLÊS (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",17,15,43.046,2.855,58.033,4.475,4.07,14,"0.933",4.22,4.208,5.53,3.273,5.497,3.883,4.849,2.932,0.944,4.618,0.444,2.222,0.888,4.351,3.806,"4","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",42056,904,"LETRAS-PORTUGUÊS (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",2,2,30.85,1.859,61.8,4.221,3.631,2,"1",18.496,5,NA,NA,NA,NA,NA,NA,1,5,1,5,1,5,3.976,"4","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",56757,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4209102,"Joinville","SC",7,5,31.42,1.958,35.82,1.635,1.716,4,"0.8",-4.57,0.647,4.855,2.413,5.178,3.224,5,3.451,0.9,4.25,0.35,1.75,0.9,4.441,1.912,"2","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",57444,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4209102,"Joinville","SC",15,15,31.64,1.506,39.926,2.072,1.93,14,"0.933",-3.505,0.881,4.9,1.787,5.103,3.047,4.37,2.531,1,5,0.777,3.518,0.944,4.52,2.286,"3","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",69586,1602,"CIÊNCIAS BIOLÓGICAS (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",11,11,42.309,3.111,50.127,3.186,3.167,10,"0.909",1.194,2.877,4.997,2.245,5.202,3.369,4.857,3.064,1,5,0.611,3.055,0.944,4.548,3.228,"4","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",92151,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4209102,"Joinville","SC",29,22,27.104,2.177,39.413,2.269,2.246,18,"0.818",-1.652,1.928,5.179,2.73,5.324,3.369,5.159,3.648,0.892,4.074,0.357,1.785,0.75,3.571,2.43,"3","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",117010,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4215802,"São Bento do Sul","SC",12,11,24.854,1.844,36.254,1.799,1.81,11,"1",-3.203,1.322,5.897,4.716,5.87,4.687,5.738,4.579,0.333,0,0.166,0.833,0.5,2.142,1.813,"2","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",122910,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4209102,"Joinville","SC",23,19,35.663,3.217,50.531,3.373,3.334,19,"1",1.662,3.077,5.271,2.452,5.229,3.231,4.605,2.364,1,5,0.1,0.5,0.8,3.923,2.892,"3","-"
"2021",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",1266376,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4216206,"São Francisco do Sul","SC",15,12,30.308,1.319,40.408,2.14,1.935,11,"0.916",-2.002,1.555,5.555,3.702,5.527,3.971,4.947,3.405,1,5,0.789,3.596,0.894,4.09,2.714,"3","-"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",3843,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4217204,"São Miguel do Oeste","SC",15,15,35.92,3.257,49.86,3.285,3.278,6,"0.4",3.383,3.739,5.933,4.766,5.911,4.795,5.819,4.658,1,5,0.8,4,1,5,4.028,"5","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",3859,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4219309,"Videira","SC",8,7,41.085,3.059,32.614,1.822,2.131,6,"0.857",0.183,2.761,5.403,3.635,5.486,3.864,5.321,4.02,1,5,0.5,2.5,1,5,3.084,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",19407,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4203907,"Capinzal","SC",18,17,28.247,2.079,36.694,1.566,1.694,11,"0.647",-1.748,1.765,5.656,3.797,5.753,4.433,5.457,3.975,1,5,0.55,2.75,1,5,2.725,"3","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",20990,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4217204,"São Miguel do Oeste","SC",26,25,32.724,2.754,47.128,3.298,3.162,19,"0.76",3.075,3.387,6,5,6,5,6,5,1,5,0.8,4,1,5,3.917,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",20991,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4219309,"Videira","SC",1,0,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,0,1,5,NA,"SC","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",20992,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4219507,"Xanxerê","SC",1,0,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.526,2.631,0.947,4.707,NA,"SC","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",51987,26,"DESIGN","Educação Presencial",4219309,"Videira","SC",16,15,40.093,2.458,45.72,2.009,2.121,13,"0.866",1.486,3.225,5.784,4.334,5.524,4.091,5.37,3.969,1,5,0.75,3.695,1,5,3.486,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",51995,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4209003,"Joaçaba","SC",13,12,34.141,2.942,35.916,2.093,2.305,9,"0.75",0.883,2.763,5.662,4.055,5.88,4.743,5.862,4.776,1,5,0.652,3.26,1,5,3.328,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",72882,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4209003,"Joaçaba","SC",12,11,44.927,3.369,47.354,3.131,3.191,11,"1",5.679,5,5.623,3.899,5.592,4.112,5.488,4.224,1,5,0.611,2.407,1,5,4.103,"5","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",113274,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4219507,"Xanxerê","SC",22,18,26.555,2.096,35.077,1.624,1.742,12,"0.666",-0.678,2.309,5.886,4.684,5.935,4.845,5.92,4.872,1,5,0.428,2.142,0.952,4.727,2.923,"3","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",121189,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4204202,"Chapecó","SC",15,11,42.118,3.435,45,3.261,3.304,9,"0.818",3.534,3.686,5.713,4.352,5.842,4.659,5.828,4.734,0.928,4.464,0.5,2.5,0.928,4.6,3.683,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",121192,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4204202,"Chapecó","SC",17,15,30.506,2.461,43.893,2.95,2.828,12,"0.8",2.129,3.118,5.899,4.719,5.928,4.845,5.907,4.849,1,5,0.5,2.5,0.95,4.722,3.478,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",150067,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4204202,"Chapecó","SC",45,34,37.011,3.639,43.564,2.887,3.075,15,"0.441",2.332,3.485,5.708,4.194,5.812,4.548,5.581,4.327,1,5,0.45,2.25,1,5,3.572,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",150071,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4203600,"Campos Novos","SC",25,24,37.804,3.546,39.858,1.979,2.371,14,"0.583",0.898,2.783,5.949,4.822,5.946,4.877,5.942,4.892,1,5,0.5,2.5,1,5,3.301,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",150072,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4219309,"Videira","SC",18,18,40.433,3.949,43.788,2.492,2.857,9,"0.5",0.307,2.556,5.561,3.467,5.664,4.229,5.548,4.147,1,5,0.642,3.214,0.928,4.615,3.244,"4","X"
