"ano","codigo_da_ies","nome_da_ies","sigla_da_ies","organizacao_academica","categoria_administrativa","codigo_do_curso","codigo_da_area","area_de_avaliacao","modalidade_de_ensino","codigo_do_municipio","municipio_do_curso","sigla_da_uf","no_de_concluintes_inscritos","no_de_concluintes_participantes","nota_bruta_fg","nota_padronizada_fg","nota_bruta_ce","nota_padronizada_ce","conceito_enade_.continuo.","concluintes_participantes_com_nota_no_enem","proporcao_de_concluintes_participantes_com_nota_no_enem","nota_bruta_idd","nota_padronizada_idd","nota_bruta_._organizacao_didatico.pedagogica","nota_padronizada_organizacao_didatico.pedagogica","nota_bruta_._infraestrutura_e_instalacoes_fisicas","nota_padronizada_infraestrutura_e_instalacoes_fisicas","nota_bruta_._oportunidade_de_ampliacao_da_formacao","nota_padronizada_oportunidade_de_ampliacao_da_formacao","nota_bruta_mestres","nota_padronizada_mestres","nota_bruta_doutores","nota_padronizada_doutores","nota_bruta_._regime_de_trabalho","nota_padronizada_regime_de_trabalho","cpc_.continuo.","cpc_.faixa.","entidade_beneficiente_de_assistencia_social_.cebas."
"2023",4157,"FACULDADE METROPOLITANA DE RIO DO SUL","FAMESUL","Faculdade","Privada com fins lucrativos",1259222,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4214805,"Rio do Sul","SC",9,0,NA,NA,NA,NA,NA,0,NA,NA,NA,4.66595643939394,2.301,4.63626651126651,2.307,4.21875,2.506,0.75,1.25,0.5,2.5,0.75,2.857,NA,"SC","-"
"2023",5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","IF Catarinense","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1259305,5902,"ENGENHARIA MECÂNICA","Educação Presencial",4210035,"Luzerna","SC",31,25,50.332,2.633592844,47.988,3.858375807,3.552,23,"0.92",6.90502443,5,5.00581201380074,2.736,5.09663253413253,3.118,4.71547619047619,3.218,0.892857142857143,3.714,0.392857142857143,1.964,1,5,3.85,"4","-"
"2023",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1259870,5902,"ENGENHARIA MECÂNICA","Educação Presencial",4203956,"Capivari de Baixo","SC",21,20,41.25,1.505300646,28.22,1.171593612,1.255,12,"0.6",-2.278664406,1.426,5.43688767372978,3.718,5.39194139194139,3.733,4.65873015873016,3.139,0.85,3.2,0.35,1.75,0.95,4.625,2.143,"3","-"
"2023",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1260054,6307,"ENGENHARIA AMBIENTAL","Educação Presencial",4203956,"Capivari de Baixo","SC",12,12,51.40833333,2.055680411,47.375,1.942888373,1.971,8,"0.666666667",-1.136726218,1.84,5.33766233766234,3.34,5.33940365190365,3.41,4.06944444444444,2.055,0.846153846153846,2.179,0.538461538461538,2.692,0.923076923076923,4.5,2.415,"3","-"
"2023",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1260303,5710,"ENGENHARIA CIVIL","Educação Presencial",4203956,"Capivari de Baixo","SC",12,12,42.89166667,1.678153718,28.44166667,1.316643377,1.407,9,"0.75",-3.038047423,1.393,5.6780303030303,4.28,5.49358974358974,3.899,5.025,3.547,0.85,3.425,0.4,2,0.9,4.333,2.255,"3","-"
"2023",1694,"ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI","ESUCRI","Faculdade","Privada com fins lucrativos",1260451,21,"ARQUITETURA E URBANISMO","Educação Presencial",4204608,"Criciúma","SC",33,31,51.36774194,2.200560931,51.53870968,1.985207593,2.039,22,"0.709677419",1.728654224,3.407,5.51770833333333,3.677,5.51921255827506,3.981,4.90052083333333,3.507,0.833333333333333,3.125,0,0,0.583333333333333,1.875,2.538,"3","-"
"2023",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1261230,5710,"ENGENHARIA CIVIL","Educação Presencial",4205407,"Florianópolis","SC",73,65,57.90923077,3.560053981,46.72,3.205410928,3.294,55,"0.846153846",1.870805872,2.711,5.27405689548547,3.377,5.27990204240204,3.434,5.17714285714286,3.773,0.976470588235294,4.753,0.517647058823529,2.588,0.929411764705882,4.529,3.211,"4","-"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1261755,5710,"ENGENHARIA CIVIL","Educação Presencial",4219507,"Xanxerê","SC",22,22,47.24090909,2.223171565,32.14545455,1.69936943,1.83,14,"0.636363636",0.430383141,2.325,5.08946280991736,2.964,5.17167832167832,3.199,5,3.509,0.92,4.16,0.48,2.4,1,5,2.697,"3","X"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1261815,5,"MEDICINA VETERINÁRIA","Educação Presencial",4217204,"São Miguel do Oeste","SC",19,15,51.12666667,2.796651337,56.17333333,3.553422761,3.364,15,"1",6.28901534,4.391,5.89473684210526,4.729,5.96761133603239,4.932,5.92105263157895,4.879,1,5,0.625,2.917,1,5,4.12,"5","X"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1266077,5710,"ENGENHARIA CIVIL","Educação Presencial",4204202,"Chapecó","SC",20,18,52.93888889,2.937204121,42.26666667,2.745231581,2.793,8,"0.444444444",0.634375606,2.379,5.40909090909091,3.679,5.52631578947368,3.97,5.69649122807018,4.548,0.944444444444444,4.417,0.666666666666667,3.333,1,5,3.186,"4","X"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1266079,6411,"ENGENHARIA DE COMPUTAÇÃO I","Educação Presencial",4204202,"Chapecó","SC",21,17,55.87647059,2.944818626,41.34705882,2.829280219,2.858,13,"0.764705882",4.781650258,4.214,5.27818181818182,3.359,5.42567016317016,3.833,5.2625,3.864,1,5,0.8125,4.063,1,5,3.946,"5","X"
"2023",80,"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ","UNIDAVI","Centro Universitário","Comunitária/Confessional",1266142,21,"ARQUITETURA E URBANISMO","Educação Presencial",4214805,"Rio do Sul","SC",11,0,NA,NA,NA,NA,NA,0,NA,NA,NA,5.90909090909091,4.751,5.90598290598291,4.801,5.74074074074074,4.648,0.666666666666667,1.25,0.142857142857143,0.714,0.380952380952381,0.357,NA,"SC","X"
"2023",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",1267290,5902,"ENGENHARIA MECÂNICA","Educação Presencial",4202404,"Blumenau","SC",17,15,47.12666667,2.235381812,33.57333333,1.899195832,1.983,10,"0.666666667",-0.872491633,1.973,4.8680926916221,2.422,5.00904977375566,2.936,4.63529411764706,3.107,0.966101694915254,4.593,0.576271186440678,2.881,0.627118644067797,2.203,2.435,"3","-"
"2023",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",1270310,5710,"ENGENHARIA CIVIL","Educação Presencial",4209102,"Joinville","SC",43,38,56.65526316,3.402915183,47.41578947,3.277309418,3.309,33,"0.868421053",7.229170478,4.151,4.85278365045807,2.435,5.35337724291213,3.594,4.74883720930233,3.135,1,5,0.931818181818182,4.659,1,5,4.004,"5","-"
"2023",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",1270376,5814,"ENGENHARIA DE CONTROLE E AUTOMAÇÃO","Educação Presencial",4202404,"Blumenau","SC",76,66,56.51666667,3.33943116,46.49848485,3.642476168,3.567,64,"0.96969697",2.621820633,3.708,5.07369712159186,2.855,5.14893706293706,3.298,4.94088888888889,3.36,1,5,0.891304347826087,4.457,1,5,3.893,"4","-"
"2023",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Comunitária/Confessional",1272276,6208,"ENGENHARIA DE PRODUÇÃO","Educação Presencial",4204202,"Chapecó","SC",8,8,40.5875,1.142196456,41.0375,3.300071942,2.761,5,"0.625",1.531251341,3.218,4.85503246753247,2.266,5.28758741258741,3.489,4.93125,3.543,1,5,0.636363636363636,3.182,1,5,3.339,"4","X"
"2023",1189,"UNIVERSIDADE DO PLANALTO CATARINENSE","UNIPLAC","Universidade","Privada sem fins lucrativos",1279682,21,"ARQUITETURA E URBANISMO","Educação Presencial",4209300,"Lages","SC",28,27,50.17037037,2.046182625,51.76296296,2.013217024,2.021,20,"0.740740741",-0.920692314,2.254,5.2436765615337,2.926,5.21230436230436,3.331,4.46726190476191,2.919,0.730769230769231,1.971,0.346153846153846,1.731,0.576923076923077,1.827,2.197,"3","-"
"2023",1189,"UNIVERSIDADE DO PLANALTO CATARINENSE","UNIPLAC","Universidade","Privada sem fins lucrativos",1279683,5902,"ENGENHARIA MECÂNICA","Educação Presencial",4209300,"Lages","SC",17,17,43.64705882,1.803096591,29.12941176,1.295196978,1.422,11,"0.647058824",-1.790266843,1.616,4.94919786096257,2.607,4.92307692307692,2.756,4.40196078431373,2.783,0.5,0,0.1875,0.938,0.4375,0.781,1.452,"2","-"
"2023",2174,"FACULDADE DE SANTA CATARINA","FASC","Faculdade","Privada com fins lucrativos",1280824,95,"TECNOLOGIA EM ESTÉTICA E COSMÉTICA","Educação Presencial",4216602,"São José","SC",2,2,25.25,0.211487088,31.3,0.891809723,0.722,1,"0.5",NA,NA,5.20454545454546,2.808,5.14335664335664,3.313,2.66666666666667,0.455,0.333333333333333,0.152,0.333333333333333,1.667,0.666666666666667,3,1.271,"2","-"
"2023",2175,"Centro Universitário Uniasselvi de Blumenau","","Centro Universitário","Privada com fins lucrativos",1283700,5902,"ENGENHARIA MECÂNICA","Educação Presencial",4202404,"Blumenau","SC",49,18,41.05,1.480453868,27.01111111,1.007286593,1.126,6,"0.333333333",-1.115027568,1.879,4.9931746031746,2.707,4.69871794871795,2.289,3.64444444444444,1.732,1,5,0.315789473684211,1.579,0.789473684210526,3.421,2.112,"3","-"
"2023",1014,"INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC","BOM JESUS/IELUSC","Faculdade","Comunitária/Confessional",1284371,27,"FONOAUDIOLOGIA","Educação Presencial",4209102,"Joinville","SC",17,16,46.39375,2.20536516,45.4125,2.472958932,2.406,12,"0.75",0.627774423,2.702,5.81372549019608,4.393,5.72699849170437,4.286,5.90196078431372,4.833,1,5,0.583333333333333,2.813,0.833333333333333,3.529,3.153,"4","X"
"2023",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Comunitária/Confessional",1292575,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4218707,"Tubarão","SC",36,28,40.15357143,1.192400192,28.55357143,1.360819328,1.319,22,"0.785714286",-2.873933,1.171,4.1474025974026,1.252,4.26287555037555,1.57,3.64777777777778,1.707,1,5,0.583333333333333,2.917,1,5,2.076,"3","X"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1298311,21,"ARQUITETURA E URBANISMO","Educação Presencial",4204202,"Chapecó","SC",25,24,52.40416667,2.334188202,56.34166667,2.58510111,2.522,19,"0.791666667",2.4608208,3.726,5.73133116883117,4.263,5.7724358974359,4.518,5.79861111111111,4.727,0.9,3.875,0.5,2.5,1,5,3.513,"4","X"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1298335,36,"FISIOTERAPIA","Educação Presencial",4217204,"São Miguel do Oeste","SC",35,34,57.77647059,3.755537434,68.28529412,3.880406185,3.849,29,"0.852941176",5.822257303,4.135,5.55318491032777,3.613,5.6967032967033,4.319,5.61904761904762,4.469,1,5,0.625,3.125,1,5,4.034,"5","X"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1298915,23,"ENFERMAGEM","Educação Presencial",4219507,"Xanxerê","SC",19,19,44.32631579,2.079231492,50.87894737,2.257105842,2.213,15,"0.789473684",0.242986435,2.593,5.89234449760766,4.656,5.84817813765182,4.637,5.70175438596491,4.513,0.84,3.629,0.4,2,0.96,4.733,2.971,"4","X"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1298917,19,"FARMÁCIA","Educação Presencial",4219507,"Xanxerê","SC",28,27,51.65925926,2.987476831,49.14444444,2.77280367,2.826,22,"0.814814815",2.748861825,3.115,5.77056277056277,4.208,5.83181401931402,4.591,5.74702380952381,4.597,1,5,0.458333333333333,2.292,0.916666666666667,4.444,3.368,"4","X"
"2023",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Comunitária/Confessional",1298970,5,"MEDICINA VETERINÁRIA","Educação Presencial",4204202,"Chapecó","SC",33,32,40.578125,1.394451109,42.734375,1.690446152,1.616,27,"0.84375",-1.741859548,1.772,5.44326933035067,3.566,5.47097195733559,3.883,4.96969696969697,3.416,1,5,0.583333333333333,2.685,1,5,2.643,"3","X"
"2023",3495,"FACULDADE PINHALZINHO","HORUS","Faculdade","Privada com fins lucrativos",1299884,5710,"ENGENHARIA CIVIL","Educação Presencial",4212908,"Pinhalzinho","SC",5,5,46.28,2.102756892,32.34,1.719472529,1.815,5,"1",-1.192131738,1.889,6,5,6,5,6,5,0.625,1.063,0.125,0.625,0.75,3.333,2.198,"3","-"
"2023",2175,"Centro Universitário Uniasselvi de Blumenau","","Centro Universitário","Privada com fins lucrativos",1300124,6208,"ENGENHARIA DE PRODUÇÃO","Educação Presencial",4202404,"Blumenau","SC",38,15,46.36666667,1.895084245,34.31333333,2.487366906,2.339,4,"0.266666667",-0.960793734,1.851,3.58066378066378,0,3.27692307692308,0,1.96666666666667,0,0.857142857142857,3.333,0.428571428571429,2.143,1,5,2.062,"3","-"
"2023",2766,"FACULDADE EMPRESARIAL DE CHAPECÓ","FAEM","Faculdade","Privada com fins lucrativos",1300313,6,"ODONTOLOGIA","Educação Presencial",4204202,"Chapecó","SC",35,35,40.78857143,1.566967078,48.97714286,2.199454739,2.041,32,"0.914285714",1.330083731,2.834,5.21467532467532,2.066,5.02762237762238,2.753,4.06333333333333,1.938,0.631578947368421,0.981,0.184210526315789,0.921,0.210526315789474,0,1.953,"3","-"
"2023",5668,"FACULDADE ANHANGUERA DE JOINVILLE","","Faculdade","Privada com fins lucrativos",1303508,6,"ODONTOLOGIA","Educação Presencial",4209102,"Joinville","SC",7,7,48.01428571,2.449563902,60.6,3.78610236,3.452,4,"0.571428571",1.644695829,2.918,5.72727272727273,3.981,5.73626373626374,4.391,5.14285714285714,3.645,0.837209302325581,3.224,0.720930232558139,3.605,0.837209302325581,3.86,3.393,"4","-"
"2023",5668,"FACULDADE ANHANGUERA DE JOINVILLE","","Faculdade","Privada com fins lucrativos",1303509,23,"ENFERMAGEM","Educação Presencial",4209102,"Joinville","SC",16,16,40.5,1.605474296,45.01875,1.633547918,1.627,5,"0.3125",-3.701633386,1.608,5.53863636363636,3.525,5.27564102564103,3.269,4.59375,2.705,0.795454545454545,3.247,0.636363636363636,3.182,0.886363636363636,4.242,2.423,"3","-"
"2023",5668,"FACULDADE ANHANGUERA DE JOINVILLE","","Faculdade","Privada com fins lucrativos",1303510,36,"FISIOTERAPIA","Educação Presencial",4209102,"Joinville","SC",5,5,52.14,2.995279131,63.54,3.33619136,3.251,1,"0.2",NA,NA,5.54545454545454,3.589,5.17622377622378,3.149,4.35333333333333,2.707,0.90625,4.156,0.8125,4.063,0.875,4.125,3.513,"4","-"
"2023",5668,"FACULDADE ANHANGUERA DE JOINVILLE","","Faculdade","Privada com fins lucrativos",1303513,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4209102,"Joinville","SC",3,2,35.65,0.585858586,32.15,1.889705882,1.564,2,"1",-1.03706008,2.071,5.20454545454546,3.391,5.26923076923077,3.557,4.83333333333333,3.367,0.967741935483871,4.516,0.870967741935484,4.355,0.903225806451613,4.171,2.859,"3","-"
"2023",2766,"FACULDADE EMPRESARIAL DE CHAPECÓ","FAEM","Faculdade","Privada com fins lucrativos",1303582,17,"AGRONOMIA","Educação Presencial",4204202,"Chapecó","SC",11,11,48.96363636,2.89471922,58.85454545,3.567007855,3.399,6,"0.545454545",1.632461074,2.972,5.48434101783384,3.426,5.55011655011655,3.982,5.34848484848485,3.867,0.833333333333333,2,0.375,1.652,0.291666666666667,0,2.671,"3","-"
"2023",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",1303694,21,"ARQUITETURA E URBANISMO","Educação Presencial",4216602,"São José","SC",7,7,51.7,2.243399294,54.88571429,2.403251388,2.363,3,"0.428571429",-0.02998877,2.642,5.61688311688312,3.949,5.14285714285714,3.184,4.33809523809524,2.744,0.96875,4.648,0.8125,4.063,0.96875,4.766,3.237,"4","-"
"2023",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",1303700,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4216602,"São José","SC",4,4,56.325,3.37037037,26.775,1.099264706,1.667,1,"0.25",NA,NA,5.5,3.988,5.26923076923077,3.557,4.66666666666667,3.133,0.962962962962963,4.444,0.962962962962963,4.815,1,5,2.903,"3","-"
"2023",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",1303703,28,"NUTRIÇÃO","Educação Presencial",4216602,"São José","SC",15,14,39.57857143,1.417248255,48.87142857,2.54486485,2.263,7,"0.5",0.548523625,2.831,5.31874871160585,3.115,5.03586691086691,2.615,4.31547619047619,2.51,0.918918918918919,3.986,0.810810810810811,4.054,0.891891891891892,4.189,3.092,"4","-"
"2023",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",1303704,5,"MEDICINA VETERINÁRIA","Educação Presencial",4216602,"São José","SC",47,43,45.25581395,2.016248579,42.92325581,1.716629769,1.792,21,"0.488372093",-7.019895748,0.051,5.14113085744665,2.787,5.12345679012346,3.149,4.11444444444444,2.101,0.82051282051282,2.308,0.717948717948718,3.433,0.948717948717949,4.631,1.831,"2","-"
"2023",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Comunitária/Confessional",1304742,21,"ARQUITETURA E URBANISMO","Educação Presencial",4205407,"Florianópolis","SC",32,29,57.62758621,3.007648875,61.31034483,3.205693347,3.156,24,"0.827586207",1.952957592,3.505,5.37160870927318,3.277,5.03149038461538,2.948,5.25520833333333,3.989,0.909090909090909,3.977,0.386363636363636,1.932,0.886363636363636,4.148,3.25,"4","-"
"2023",19632,"FACULDADE DAMA","","Faculdade","Privada com fins lucrativos",1304765,23,"ENFERMAGEM","Educação Presencial",4203808,"Canoinhas","SC",11,10,52.01,3.030590682,57.6,2.972263602,2.987,2,"0.2",2.51211899,3.16,6,5,6,5,6,5,0.307692307692308,0,0.0769230769230769,0.385,0.153846153846154,0,2.511,"3","-"
"2023",2766,"FACULDADE EMPRESARIAL DE CHAPECÓ","FAEM","Faculdade","Privada com fins lucrativos",1304795,6008,"ENGENHARIA QUÍMICA","Educação Presencial",4204202,"Chapecó","SC",9,9,50.21111111,2.210841943,30.77777778,2.138136108,2.156,7,"0.777777778",0.049976175,2.298,4.80832130832131,2.057,4.8960113960114,2.553,2.72962962962963,0,0.833333333333333,1.944,0,0,0.833333333333333,3.906,1.956,"3","-"
"2023",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1304934,36,"FISIOTERAPIA","Educação Presencial",4202008,"Balneário Camboriú","SC",25,24,44.8,2.00524541,63.8,3.366009502,3.026,20,"0.833333333",3.027528823,3.354,5.54852813852814,3.599,5.28846153846154,3.402,4.8,3.329,0.625,1.625,0.375,1.875,0.708333333333333,2.958,2.927,"3","-"
"2023",5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","IF Catarinense","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1307311,17,"AGRONOMIA","Educação Presencial",4204301,"Concórdia","SC",24,23,49.79130435,3.021192637,66.4173913,4.557144779,4.173,21,"0.913043478",7.023303,4.597,5.38223140495868,3.114,5.41650773468955,3.68,4.90454545454546,3.095,1,5,0.833333333333333,4.107,1,5,4.305,"5","-"
"2023",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Comunitária/Confessional",1314144,5,"MEDICINA VETERINÁRIA","Educação Presencial",4203600,"Campos Novos","SC",23,19,44.97894737,1.979445161,52.49473684,3.043477046,2.777,17,"0.894736842",2.70964022,3.224,5.49645808736718,3.703,5.46153846153846,3.863,5.35,4.001,1,5,0.722222222222222,3.457,1,5,3.523,"4","X"
"2023",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Comunitária/Confessional",1315411,95,"TECNOLOGIA EM ESTÉTICA E COSMÉTICA","Educação Presencial",4211900,"Palhoça","SC",23,17,43.79411765,2.688439579,47.79411765,2.981243598,2.908,11,"0.647058824",-0.215730954,2.443,5.13675495557075,2.621,4.86340326340326,2.762,4.61583333333333,3.113,1,5,0.833333333333333,4.167,1,5,3.224,"4","X"
"2023",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Comunitária/Confessional",1315429,6008,"ENGENHARIA QUÍMICA","Educação Presencial",4211900,"Palhoça","SC",5,4,54.275,2.808046847,28.375,1.79853131,2.051,3,"0.75",0.151387076,2.357,5.56818181818182,3.934,5.39903846153846,3.668,4.875,3.28,1,5,0.769230769230769,3.846,0.923076923076923,4.495,3.085,"4","X"
"2023",13717,"FACULDADES DO VALE DO ARARANGUA - FVA","FVA","Faculdade","Privada com fins lucrativos",1321715,23,"ENFERMAGEM","Educação Presencial",4201406,"Araranguá","SC",9,9,46.96666667,2.406147852,54.2,2.6104845,2.559,7,"0.777777778",0.653361235,2.696,5.68109668109668,3.98,5.69088319088319,4.261,5.59259259259259,4.335,0.888888888888889,4.048,0.444444444444444,2.222,0.888888888888889,4.259,3.032,"4","-"
"2023",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1322371,28,"NUTRIÇÃO","Educação Presencial",4209300,"Lages","SC",10,10,48.53,2.6666999,50.13,2.717949714,2.705,10,"1",1.664993221,3.315,6,5,6,5,6,5,1,5,0.982608695652174,4.913,1,5,3.938,"4","-"
"2023",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Comunitária/Confessional",1322636,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4208203,"Itajaí","SC",9,8,43.1375,1.594276094,30.525,1.650735294,1.637,2,"0.25",0.147898589,2.652,5.36363636363636,3.712,5.52884615384615,4.07,4.5375,2.953,0.882352941176471,3.235,0.411764705882353,2.059,0.823529411764706,3.487,2.624,"3","-"
"2023",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1322699,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4202008,"Balneário Camboriú","SC",11,10,47.67,2.204713805,32.84,1.991176471,2.045,7,"0.7",-0.486990369,2.341,4.63055883510429,2.229,4.69755244755245,2.428,3.74848484848485,1.848,1,5,0.5,2.5,0.928571428571429,4.388,2.642,"3","-"
"2023",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1322701,5902,"ENGENHARIA MECÂNICA","Educação Presencial",4202008,"Balneário Camboriú","SC",12,10,48.7,2.430843134,37.01,2.366292898,2.382,5,"0.5",0.015946757,2.319,4.27669552669553,1.075,4.3392094017094,1.54,3.45277777777778,1.466,0.933333333333333,4.2,0.466666666666667,2.333,0.866666666666667,4,2.447,"3","-"
"2023",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1327406,6008,"ENGENHARIA QUÍMICA","Educação Presencial",4212908,"Pinhalzinho","SC",19,19,52.27894737,2.514718842,30.64736842,2.119704257,2.218,17,"0.894736842",0.661418358,2.653,4.57973342447027,1.493,4.85106121948227,2.453,4.9421052631579,3.383,1,5,0.851851851851852,4.259,0.888888888888889,4.271,3.026,"4","-"
"2023",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1330202,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4208203,"Itajaí","SC",35,29,55.17241379,3.215139905,41.47931034,3.261663286,3.25,27,"0.931034483",2.699142106,3.903,4.81342609771181,2.599,5.1010656010656,3.225,4.6047619047619,3.047,0.931818181818182,3.977,0.568181818181818,2.841,0.909090909090909,4.221,3.489,"4","-"
"2023",5668,"FACULDADE ANHANGUERA DE JOINVILLE","","Faculdade","Privada com fins lucrativos",1330500,19,"FARMÁCIA","Educação Presencial",4209102,"Joinville","SC",26,26,51.43461538,2.956785842,47.29230769,2.551403477,2.653,17,"0.653846154",-0.037913922,2.359,5.22327672327672,2.318,4.79166666666667,2.06,3.73974358974359,1.4,0.945945945945946,4.339,0.837837837837838,4.189,1,5,2.997,"4","-"
"2023",4495,"FACULDADE ANHANGUERA JARAGUÁ DO SUL","","Faculdade","Privada com fins lucrativos",1330501,23,"ENFERMAGEM","Educação Presencial",4208906,"Jaraguá do Sul","SC",10,8,48.425,2.586712121,51.65,2.339150174,2.401,8,"1",-1.920330439,2.053,5.50568181818182,3.419,5.29458041958042,3.315,4.78125,3.011,0.878787878787879,3.961,0.818181818181818,4.091,0.939393939393939,4.596,2.952,"4","-"
"2023",5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","IF Catarinense","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1330658,5806,"ENGENHARIA ELÉTRICA","Educação Presencial",4219309,"Videira","SC",20,18,55.11111111,3.206883651,39.70555556,3.000816993,3.052,16,"0.888888889",1.226393647,3.181,5.10233285233285,3.184,5.32345894845895,3.664,4.42222222222222,2.791,0.851851851851852,2.778,0.407407407407407,2.037,1,5,3.104,"4","-"
"2023",1980,"FACULDADE SINERGIA","SINERGIA","Faculdade","Privada com fins lucrativos",1330700,6208,"ENGENHARIA DE PRODUÇÃO","Educação Presencial",4211306,"Navegantes","SC",7,7,52,2.628973424,31.62857143,2.162877698,2.279,5,"0.714285714",0.206744771,2.491,5.13636363636364,2.938,5.52380952380952,3.99,4.85714285714286,3.442,0.714285714285714,1.667,0.357142857142857,1.786,0.428571428571429,1.327,2.326,"3","-"
"2023",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1330718,17,"AGRONOMIA","Educação Presencial",4217204,"São Miguel do Oeste","SC",27,27,51.63333333,3.302667461,64.50740741,4.307087378,4.056,27,"1",6.131268849,4.329,5.59167869167869,3.753,5.68192609859277,4.28,5.41728395061728,3.987,1,5,0.708333333333333,3.438,1,5,4.187,"5","-"
