"ano","codigo_da_ies","codigo_do_curso","nome_da_ies","nome_do_curso","conceito_enade","idd"
2023,5036,1259305,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","ENGENHARIA MECÂNICA",3.552,5
2023,5036,1307311,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","AGRONOMIA",4.173,4.59744664037153
2023,5036,1330658,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","ENGENHARIA ELÉTRICA",3.052,3.1807997914752
2023,5036,1377586,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","ENGENHARIA DE COMPUTAÇÃO I",2.881,2.78045195793167
2023,5036,1377587,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","ENGENHARIA DE CONTROLE E AUTOMAÇÃO",3.422,3.45617293168622
2023,5036,1419754,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","ENGENHARIA ELÉTRICA",2.736,2.63479060679848
2023,5036,1419755,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","AGRONOMIA",3.395,2.13871241719182
2023,5036,1455342,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","ENGENHARIA ELÉTRICA",3.75,2.96960139311549
2023,5318,6737,"FACULDADE GUILHERME GUIMBALA","FISIOTERAPIA",2.361,3.04909731712459
2023,5668,1069636,"FACULDADE ANHANGUERA DE JOINVILLE","ENGENHARIA MECÂNICA",1.232,2.31703564180839
2023,5668,1069693,"FACULDADE ANHANGUERA DE JOINVILLE","ENGENHARIA DE PRODUÇÃO",1.432,2.63747824914483
2023,5668,1303508,"FACULDADE ANHANGUERA DE JOINVILLE","ODONTOLOGIA",3.452,2.91782904499206
2023,5668,1303509,"FACULDADE ANHANGUERA DE JOINVILLE","ENFERMAGEM",1.627,1.60775124148331
2023,5668,1303513,"FACULDADE ANHANGUERA DE JOINVILLE","ENGENHARIA ELÉTRICA",1.564,2.07119145267027
2023,5668,1330500,"FACULDADE ANHANGUERA DE JOINVILLE","FARMÁCIA",2.653,2.35883209769446
2023,585,111954,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ZOOTECNIA",4.399,4.16197570259636
2023,585,1126962,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","FISIOTERAPIA",3.627,2.77549616942455
2023,585,1133610,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA DE COMPUTAÇÃO I",3.427,3.61079644530128
2023,585,1175716,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","MEDICINA VETERINÁRIA",3.761,3.73246904147813
2023,585,1184098,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA FLORESTAL",3.306,3.97181680758526
2023,585,1184410,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","AGRONOMIA",3.643,4.22393728034652
2023,585,122343,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","FONOAUDIOLOGIA",3.488,2.32068773875382
2023,585,1270310,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA CIVIL",3.309,4.15062621443126
2023,585,1270376,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA DE CONTROLE E AUTOMAÇÃO",3.567,3.70826083319641
2023,585,14214,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","AGRONOMIA",4.341,3.92345297663973
2023,585,14215,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ARQUITETURA E URBANISMO",4.551,4.15652539864694
2023,585,14225,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENFERMAGEM",3.52,2.08728752561731
2023,585,14226,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA DE ALIMENTOS",2.92,1.30699088326745
2023,585,14227,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","FARMÁCIA",4.077,3.255218213593
2023,585,14234,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","MEDICINA",3.523,2.17057614260246
2023,585,14235,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","NUTRIÇÃO",4.434,3.15800031454153
2023,585,14236,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ODONTOLOGIA",4.037,3.55027248084533
2023,585,14241,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA CIVIL",4.52,4.1927235224938
2023,585,14242,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA ELÉTRICA",4.678,5
2023,585,14243,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA MECÂNICA",4.738,4.77155674046637
2023,585,14247,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA QUÍMICA",4.264,3.88295631041544
2023,585,14248,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA AMBIENTAL",3.662,2.77541527334166
2023,585,14249,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA DE CONTROLE E AUTOMAÇÃO",4.809,5
2023,585,23960,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA DE PRODUÇÃO",4.868,5
2023,585,31945,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA DE PRODUÇÃO",4.715,5
2023,585,35550,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","ENGENHARIA DE PRODUÇÃO",4.698,5
2023,585,5001427,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","MEDICINA",3.748,3.1549853614376
2023,645,1132477,"Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul","ENGENHARIA CIVIL",2.329,2.49263615231278
2023,645,58422,"Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul","ENGENHARIA MECÂNICA",3.036,3.8163683789833
2023,645,58428,"Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul","ENGENHARIA ELÉTRICA",2.401,1.98949562697596
2023,76,1172591,"UNIVERSIDADE REGIONAL DE BLUMENAU","BIOMEDICINA",2.599,2.32426311244859
2023,76,1206892,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENGENHARIA DE ALIMENTOS",1.08,1.75295780385881
2023,76,1267290,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENGENHARIA MECÂNICA",1.983,1.9734629305343
2023,76,19454,"UNIVERSIDADE REGIONAL DE BLUMENAU","ODONTOLOGIA",3.078,2.90531383112183
2023,76,20229,"UNIVERSIDADE REGIONAL DE BLUMENAU","FARMÁCIA",3.814,3.50117483034941
2023,76,21615,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENGENHARIA DE PRODUÇÃO",3.162,2.4541299578526
2023,76,3668,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENGENHARIA CIVIL",2.52,2.44343956978167
2023,76,3669,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENGENHARIA QUÍMICA",2.369,1.45763122819982
2023,76,3677,"UNIVERSIDADE REGIONAL DE BLUMENAU","MEDICINA",2.941,1.93826506092732
2023,76,3678,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENGENHARIA ELÉTRICA",2.048,2.69733085748419
2023,76,3681,"UNIVERSIDADE REGIONAL DE BLUMENAU","ARQUITETURA E URBANISMO",2.592,2.33093289391463
2023,76,3683,"UNIVERSIDADE REGIONAL DE BLUMENAU","FISIOTERAPIA",3.444,3.56961393667528
2023,76,3684,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENGENHARIA FLORESTAL",1.317,1.87411027865061
2023,76,64642,"UNIVERSIDADE REGIONAL DE BLUMENAU","ENFERMAGEM",3.44,3.72220114045944
2023,76,70777,"UNIVERSIDADE REGIONAL DE BLUMENAU","NUTRIÇÃO",3.316,3.10559324212022
2023,76,90053,"UNIVERSIDADE REGIONAL DE BLUMENAU","MEDICINA VETERINÁRIA",3.004,2.90018027459349
2023,81,1153104,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA MECÂNICA",1.698,1.64519181275271
2023,81,119426,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA MECÂNICA",2.387,3.37402531859456
2023,81,1202576,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA CIVIL",2.683,2.2058496377536
2023,81,1358265,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENFERMAGEM",3.203,2.46039500486551
2023,81,1458699,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA QUÍMICA",2.409,2.72271391462722
2023,81,1485174,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ARQUITETURA E URBANISMO",1.977,2.1485375221895
2023,81,150196,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA DE PRODUÇÃO",2.269,2.84867704638932
2023,81,150200,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA AMBIENTAL",2.622,2.7983839288122
2023,81,19121,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ODONTOLOGIA",3.706,3.26754979563255
2023,81,19126,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","FARMÁCIA",3.534,2.86374778116927
2023,81,20058,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","MEDICINA",2.241,1.21608641386741
2023,81,2500116,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA ELÉTRICA",0.377,1.65815736933438
2023,81,5001003,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ARQUITETURA E URBANISMO",1.74,1.68310892461817
2023,81,85638,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","ENGENHARIA QUÍMICA",1.857,1.39450852302723
2023,82,106648,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENFERMAGEM",3.374,3.75736562391986
2023,82,115790,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ARQUITETURA E URBANISMO",3.343,3.90426879038319
2023,82,115878,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA DE COMPUTAÇÃO I",2.243,2.84251344085747
2023,82,1167512,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA MECÂNICA",2.699,3.1298684164314
2023,82,1167584,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA DE PRODUÇÃO",3.461,4.50066948092218
2023,82,1169147,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ARQUITETURA E URBANISMO",2.633,3.99694327299546
2023,82,1169181,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA CIVIL",3.054,3.08385715781991
2023,82,1169189,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","AGRONOMIA",3.066,2.67245771646043
2023,82,1192195,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA QUÍMICA",2.581,2.42353347733915
2023,82,1214245,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA QUÍMICA",2.011,2.62474073141612
2023,82,1261755,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA CIVIL",1.83,2.32463451662045
2023,82,1261815,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","MEDICINA VETERINÁRIA",3.364,4.39097917894537
2023,82,1266077,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA CIVIL",2.793,2.37942201445282
2023,82,1266079,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA DE COMPUTAÇÃO I",2.858,4.21433735858875
2023,82,1298311,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ARQUITETURA E URBANISMO",2.522,3.72595728435955
2023,82,1298335,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","FISIOTERAPIA",3.849,4.13456551683074
2023,82,1298915,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENFERMAGEM",2.213,2.59340721099088
2023,82,1298917,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","FARMÁCIA",2.826,3.11459137703947
2023,82,1314144,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","MEDICINA VETERINÁRIA",2.777,3.22380296091669
2023,82,150247,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","FARMÁCIA",4.125,4.77972829083569
2023,82,21000,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ARQUITETURA E URBANISMO",1.331,2.56286897858851
2023,82,21001,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","FISIOTERAPIA",3.353,3.55234026520736
2023,82,21963,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA CIVIL",2.663,3.28414402543581
2023,82,21986,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ODONTOLOGIA",3.204,3.58473484492046
2023,82,40366,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","FARMÁCIA",2.704,3.08425301449467
2023,82,51993,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENGENHARIA ELÉTRICA",2.07,2.85288876405438
2023,82,60216,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","MEDICINA VETERINÁRIA",3.223,3.90064205942322
2023,82,69624,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","MEDICINA",2.628,2.19835039035356
2023,82,80031,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","AGRONOMIA",2.944,3.5468716459985
2023,82,81374,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","AGRONOMIA",2.907,3.94913512476228
2023,82,91653,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","NUTRIÇÃO",3.134,3.56833255926171
2023,82,91819,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ZOOTECNIA",2.879,3.30071807173544
2023,82,91879,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","AGRONOMIA",2.366,2.92330019599567
2023,82,91895,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","ENFERMAGEM",2.996,3.5360802906514
2023,83,1140817,"UNIVERSIDADE DO VALE DO ITAJAÍ","BIOMEDICINA",2.549,2.49166612384684
2023,83,1155374,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENGENHARIA DE COMPUTAÇÃO I",3.167,3.8461861214189
2023,83,1177671,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENGENHARIA DE PRODUÇÃO",3.593,4.18050545667699
2023,83,1203380,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENGENHARIA QUÍMICA",3.043,3.372779966345
2023,83,1204759,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENGENHARIA MECÂNICA",2.781,2.62398630423687
2023,83,1304742,"UNIVERSIDADE DO VALE DO ITAJAÍ","ARQUITETURA E URBANISMO",3.156,3.50487200280513
2023,83,1322636,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENGENHARIA ELÉTRICA",1.637,2.65209134229825
2023,83,1455027,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENFERMAGEM",2.991,3.62888377005281
2023,83,19433,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENGENHARIA CIVIL",2.492,2.70213249385904
2023,83,19434,"UNIVERSIDADE DO VALE DO ITAJAÍ","MEDICINA",3.498,3.30192720814106
2023,83,20179,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENGENHARIA AMBIENTAL",3.288,4.05344701499375
2023,83,303930,"UNIVERSIDADE DO VALE DO ITAJAÍ","ENFERMAGEM",2.986,3.6226622787998
2023,83,3932,"UNIVERSIDADE DO VALE DO ITAJAÍ","ODONTOLOGIA",3.436,4.06617922002767
2023,83,3936,"UNIVERSIDADE DO VALE DO ITAJAÍ","FONOAUDIOLOGIA",4.34,4.89909360138702
2023,83,3947,"UNIVERSIDADE DO VALE DO ITAJAÍ","FISIOTERAPIA",3.534,4.11912247726679
2023,83,3948,"UNIVERSIDADE DO VALE DO ITAJAÍ","ARQUITETURA E URBANISMO",2.915,4.33192721311424
2023,83,3949,"UNIVERSIDADE DO VALE DO ITAJAÍ","NUTRIÇÃO",2.908,2.8297115689036
2023,83,72459,"UNIVERSIDADE DO VALE DO ITAJAÍ","FARMÁCIA",4.053,4.38607571813225
2023,87,1175164,"CENTRO UNIVERSITÁRIO DE BRUSQUE","ARQUITETURA E URBANISMO",2.266,2.83125834892539
2023,87,1175165,"CENTRO UNIVERSITÁRIO DE BRUSQUE","ENGENHARIA CIVIL",2.949,3.47235627413342
2023,87,1189136,"CENTRO UNIVERSITÁRIO DE BRUSQUE","ENGENHARIA MECÂNICA",3.461,4.35036983370557
2023,87,123517,"CENTRO UNIVERSITÁRIO DE BRUSQUE","ENGENHARIA DE PRODUÇÃO",2.729,2.82916827430907
