"ano","codigo_da_area","area_de_avaliacao","codigo_da_ies","nome_da_ies","sigla_da_ies","organizacao_academica","categoria_administrativa","codigo_do_curso","modalidade_de_ensino","codigo_do_municipio","municipio_do_curso","sigla_da_uf","no_de_concluintes_inscritos","no_de_concluintes_participantes","no_de_concluintes_participantes_com_nota_no_enem","proporcao_de_concluintes_participantes_com_nota_no_enem","nota_bruta_idd","idd_.continuo.","idd_.faixa.","entidade_beneficiente_de_assistencia_social_.cebas."
"2021",2501,"ARTES VISUAIS ",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",117352,"Educação Presencial",4205407,"Florianópolis","SC",24,22,10,0.454,1.529,2.864,"3","-"
"2021",2501,"ARTES VISUAIS ",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",1178043,"Educação Presencial",4202404,"Blumenau","SC",15,14,9,0.642,6.297,4.499,"5","-"
"2021",2501,"ARTES VISUAIS ",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",119216,"Educação Presencial",4204608,"Criciúma","SC",17,14,8,0.571,7.758,5,"5","X"
"2021",2501,"ARTES VISUAIS ",1472,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIASSELVI","Centro Universitário","Privada com fins lucrativos",111734,"Educação a Distância",4207502,"Indaial","SC",247,174,80,0.459,-0.128,2.295,"3","-"
"2021",2501,"ARTES VISUAIS ",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",70694,"Educação Presencial",4204202,"Chapecó","SC",15,13,8,0.615,2.307,3.131,"4","X"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",54520,"Educação Presencial",4209102,"Joinville","SC",51,45,37,0.822,1.006,3.149,"4","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3676,"Educação Presencial",4202404,"Blumenau","SC",37,30,27,0.9,1.818,3.533,"4","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",3859,"Educação Presencial",4219309,"Videira","SC",8,7,6,0.857,0.183,2.761,"3","X"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1169186,"Educação Presencial",4217204,"São Miguel do Oeste","SC",14,12,10,0.833,2.217,3.722,"4","X"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3935,"Educação Presencial",4208203,"Itajaí","SC",23,18,11,0.611,2.985,4.084,"5","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",19437,"Educação Presencial",4216602,"São José","SC",25,24,16,0.666,1.295,3.286,"4","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",17937,"Educação Presencial",4204608,"Criciúma","SC",72,41,31,0.756,-0.567,2.406,"3","X"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10059,"Educação Presencial",4218707,"Tubarão","SC",61,36,29,0.805,-0.064,2.644,"3","X"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14217,"Educação Presencial",4205407,"Florianópolis","SC",99,79,73,0.924,-0.471,2.452,"3","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",1267,"INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS","IESGF","Faculdade","Privada com fins lucrativos",66911,"Educação Presencial",4216602,"São José","SC",26,20,13,0.65,-0.744,2.323,"3","-"
"2021",4005,"CIÊNCIA DA COMPUTAÇÃO ",1472,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIASSELVI","Centro Universitário","Privada com fins lucrativos",1259134,"Educação a Distância",4207502,"Indaial","SC",63,37,20,0.54,-0.901,1.814,"2","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",1510,"CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA","","Centro Universitário","Privada com fins lucrativos",1457680,"Educação a Distância",4216602,"São José","SC",1,1,1,1,NA,NA,"SC","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3858,"Educação Presencial",4204202,"Chapecó","SC",19,13,10,0.769,1.345,3.309,"4","X"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1312023,"Educação Presencial",4209300,"Lages","SC",12,12,12,1,-1.55,1.942,"2","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",18280,"Educação Presencial",4209300,"Lages","SC",12,7,7,1,-2.13,1.668,"2","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","IF Catarinense","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1102793,"Educação Presencial",4214805,"Rio do Sul","SC",22,10,9,0.9,2.848,4.019,"5","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",5036,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE","IF Catarinense","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1160123,"Educação Presencial",4219309,"Videira","SC",32,25,24,0.96,0.318,2.824,"3","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",5668,"FACULDADE ANHANGUERA DE JOINVILLE","","Faculdade","Privada com fins lucrativos",1260475,"Educação Presencial",4209102,"Joinville","SC",7,7,5,0.714,-2.579,1.456,"2","-"
"2021",4004,"CIÊNCIA DA COMPUTAÇÃO ",15121,"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","UFFS","Universidade","Pública Federal",5000385,"Educação Presencial",4204202,"Chapecó","SC",51,43,42,0.976,1.175,3.229,"4","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1339438,"Educação a Distância",4205407,"Florianópolis","SC",11,0,0,0,NA,NA,"SC","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1357571,"Educação Presencial",4209409,"Laguna","SC",21,14,12,0.857,-1.01,2,"3","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",1363761,"Educação Presencial",4209409,"Laguna","SC",16,15,13,0.866,3.708,4.116,"5","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3673,"Educação Presencial",4202404,"Blumenau","SC",11,11,9,0.818,7.123,5,"5","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",303673,"Educação Presencial",4202404,"Blumenau","SC",5,5,3,0.6,2.81,3.713,"4","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",57444,"Educação Presencial",4209102,"Joinville","SC",15,15,14,0.933,-3.505,0.881,"1","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",69586,"Educação Presencial",4209102,"Joinville","SC",11,11,10,0.909,1.194,2.877,"3","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",1266376,"Educação Presencial",4216206,"São Francisco do Sul","SC",15,12,11,0.916,-2.002,1.555,"2","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",72882,"Educação Presencial",4209003,"Joaçaba","SC",12,11,11,1,5.679,5,"5","X"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",19431,"Educação Presencial",4208203,"Itajaí","SC",32,27,22,0.814,1.08,2.937,"3","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",321040,"Educação Presencial",4204301,"Concórdia","SC",6,6,6,1,-2.729,1.229,"2","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",19443,"Educação Presencial",4204608,"Criciúma","SC",13,10,8,0.8,2.129,3.211,"4","X"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",69428,"Educação Presencial",4204608,"Criciúma","SC",28,24,19,0.791,-0.727,2.127,"3","X"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",52046,"Educação Presencial",4218707,"Tubarão","SC",17,12,9,0.75,0.494,2.626,"3","X"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",352046,"Educação Presencial",4218707,"Tubarão","SC",28,24,22,0.916,1.127,2.958,"4","X"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14218,"Educação Presencial",4205407,"Florianópolis","SC",46,38,37,0.973,1.653,3.041,"4","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",113459,"Educação a Distância",4205407,"Florianópolis","SC",64,57,17,0.298,-0.228,2.367,"3","-"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",314218,"Educação Presencial",4205407,"Florianópolis","SC",39,36,32,0.888,0.464,2.661,"3","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",1116025,"Educação Presencial",4205407,"Florianópolis","SC",129,94,73,0.776,-0.299,2.342,"3","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",1472,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIASSELVI","Centro Universitário","Privada com fins lucrativos",99720,"Educação a Distância",4207502,"Indaial","SC",364,188,107,0.569,-0.774,2.172,"3","-"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3848,"Educação Presencial",4204202,"Chapecó","SC",18,15,15,1,-1.493,1.914,"2","X"
"2021",1601,"CIÊNCIAS BIOLÓGICAS ",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",303848,"Educação Presencial",4204202,"Chapecó","SC",10,7,5,0.714,-0.288,2.323,"3","X"
"2021",1602,"CIÊNCIAS BIOLÓGICAS ",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",90728,"Educação Presencial",4209300,"Lages","SC",2,2,1,0.5,NA,NA,"SC","-"
"2021",5402,"CIÊNCIAS SOCIAIS ",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3670,"Educação Presencial",4202404,"Blumenau","SC",4,4,2,0.5,5.075,4.158,"5","-"
"2021",5402,"CIÊNCIAS SOCIAIS ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14221,"Educação Presencial",4205407,"Florianópolis","SC",82,38,25,0.657,0.052,1.917,"2","-"
"2021",5401,"CIÊNCIAS SOCIAIS ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",314221,"Educação Presencial",4205407,"Florianópolis","SC",81,41,29,0.707,0.66,3.182,"4","-"
"2021",5402,"CIÊNCIAS SOCIAIS ",1472,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIASSELVI","Centro Universitário","Privada com fins lucrativos",101772,"Educação a Distância",4207502,"Indaial","SC",31,19,7,0.368,-2.763,0.66,"1","-"
"2021",5402,"CIÊNCIAS SOCIAIS ",15121,"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL","UFFS","Universidade","Pública Federal",5000407,"Educação Presencial",4204202,"Chapecó","SC",40,29,25,0.862,1.561,2.59,"3","-"
"2021",26,"DESIGN",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",64650,"Educação Presencial",4202404,"Blumenau","SC",34,30,25,0.833,-0.769,2.191,"3","-"
"2021",26,"DESIGN",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",17943,"Educação Presencial",4209102,"Joinville","SC",55,49,38,0.775,0.627,2.831,"3","-"
"2021",26,"DESIGN",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",51987,"Educação Presencial",4219309,"Videira","SC",16,15,13,0.866,1.486,3.225,"4","X"
"2021",26,"DESIGN",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1166898,"Educação Presencial",4212908,"Pinhalzinho","SC",16,16,9,0.562,4.335,4.531,"5","X"
"2021",26,"DESIGN",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1259274,"Educação Presencial",4202008,"Balneário Camboriú","SC",9,8,7,0.875,-2.839,1.242,"2","-"
"2021",26,"DESIGN",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",150161,"Educação Presencial",4204608,"Criciúma","SC",12,10,8,0.8,-3.471,0.953,"2","X"
"2021",26,"DESIGN",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",72573,"Educação Presencial",4205407,"Florianópolis","SC",41,26,18,0.692,1.434,3.202,"4","X"
"2021",26,"DESIGN",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",116526,"Educação Presencial",4205407,"Florianópolis","SC",122,97,92,0.948,-0.104,2.496,"3","-"
"2021",26,"DESIGN",645,"Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul","Católica em Jaraguá","Centro Universitário","Privada sem fins lucrativos",118494,"Educação Presencial",4208906,"Jaraguá do Sul","SC",33,31,21,0.677,-0.906,2.128,"3","-"
"2021",26,"DESIGN",1585,"FACULDADE ENERGIA","","Faculdade","Privada com fins lucrativos",1054087,"Educação Presencial",4205407,"Florianópolis","SC",38,21,9,0.428,-5.551,0,"1","-"
"2021",26,"DESIGN",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1121738,"Educação Presencial",4204202,"Chapecó","SC",22,19,13,0.684,3.66,4.222,"5","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",123124,"Educação Presencial",4205407,"Florianópolis","SC",64,50,31,0.62,-0.273,2.434,"3","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","UDESC","Universidade","Pública Estadual",123128,"Educação Presencial",4205407,"Florianópolis","SC",82,67,51,0.761,0.03,2.586,"3","-"
"2021",3502,"EDUCAÇÃO FÍSICA ",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",3662,"Educação Presencial",4202404,"Blumenau","SC",19,19,11,0.578,2.647,3.265,"4","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",76,"UNIVERSIDADE REGIONAL DE BLUMENAU","FURB","Universidade","Pública Municipal",303662,"Educação Presencial",4202404,"Blumenau","SC",22,20,6,0.3,4.086,4.17,"5","-"
"2021",3502,"EDUCAÇÃO FÍSICA ",80,"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ","UNIDAVI","Centro Universitário","Privada sem fins lucrativos",84852,"Educação Presencial",4214805,"Rio do Sul","SC",2,1,0,0,NA,NA,"SC","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",80,"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ","UNIDAVI","Centro Universitário","Privada sem fins lucrativos",384852,"Educação Presencial",4214805,"Rio do Sul","SC",26,18,12,0.666,2.808,3.671,"4","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",3808,"Educação Presencial",4209102,"Joinville","SC",20,13,8,0.615,-3.729,1.451,"2","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",92151,"Educação Presencial",4209102,"Joinville","SC",29,22,18,0.818,-1.652,1.928,"2","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","UNIVILLE","Universidade","Privada sem fins lucrativos",117010,"Educação Presencial",4215802,"São Bento do Sul","SC",12,11,11,1,-3.203,1.322,"2","-"
"2021",3502,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",20990,"Educação Presencial",4217204,"São Miguel do Oeste","SC",26,25,19,0.76,3.075,3.387,"4","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",20991,"Educação Presencial",4219309,"Videira","SC",1,0,0,0,NA,NA,"SC","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",20992,"Educação Presencial",4219507,"Xanxerê","SC",1,0,0,0,NA,NA,"SC","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",51995,"Educação Presencial",4209003,"Joaçaba","SC",13,12,9,0.75,0.883,2.763,"3","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",113274,"Educação Presencial",4219507,"Xanxerê","SC",22,18,12,0.666,-0.678,2.309,"3","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",121192,"Educação Presencial",4204202,"Chapecó","SC",17,15,12,0.8,2.129,3.118,"4","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",150067,"Educação Presencial",4204202,"Chapecó","SC",45,34,15,0.441,2.332,3.485,"4","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1167086,"Educação Presencial",4217204,"São Miguel do Oeste","SC",25,22,18,0.818,-0.232,2.483,"3","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1192197,"Educação Presencial",4219309,"Videira","SC",30,30,24,0.8,0.498,2.769,"3","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1446218,"Educação Presencial",4209003,"Joaçaba","SC",17,16,9,0.562,1.833,3.29,"4","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",72445,"Educação Presencial",4208203,"Itajaí","SC",6,4,2,0.5,1.072,2.817,"3","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",115340,"Educação Presencial",4208203,"Itajaí","SC",45,42,28,0.666,0.809,2.89,"3","-"
"2021",3502,"EDUCAÇÃO FÍSICA ",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",121288,"Educação Presencial",4202305,"Biguaçu","SC",11,11,8,0.727,-3.006,1.657,"2","-"
"2021",3502,"EDUCAÇÃO FÍSICA ",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Especial",79586,"Educação Presencial",4202909,"Brusque","SC",1,1,1,1,NA,NA,"SC","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Especial",109923,"Educação Presencial",4202909,"Brusque","SC",7,7,2,0.285,10.689,5,"5","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",150063,"Educação Presencial",4210100,"Mafra","SC",13,13,8,0.615,0.664,2.833,"3","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",5000462,"Educação Presencial",4204301,"Concórdia","SC",5,3,3,1,0.077,2.604,"3","-"
"2021",3502,"EDUCAÇÃO FÍSICA ",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",9892,"Educação Presencial",4204608,"Criciúma","SC",44,34,24,0.705,0.355,2.613,"3","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",69430,"Educação Presencial",4204608,"Criciúma","SC",44,38,22,0.578,0.056,2.596,"3","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",61072,"Educação Presencial",4211900,"Palhoça","SC",36,26,18,0.692,-2.649,1.539,"2","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",67643,"Educação Presencial",4218707,"Tubarão","SC",62,47,26,0.553,-0.92,2.214,"3","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",72638,"Educação Presencial",4218707,"Tubarão","SC",40,25,20,0.8,-1.377,2.12,"3","X"
"2021",3502,"EDUCAÇÃO FÍSICA ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14224,"Educação Presencial",4205407,"Florianópolis","SC",63,54,39,0.722,-0.229,2.446,"3","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",97099,"Educação Presencial",4205407,"Florianópolis","SC",49,38,22,0.578,-0.263,2.471,"3","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",645,"Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul","Católica em Jaraguá","Centro Universitário","Privada sem fins lucrativos",1419796,"Educação a Distância",4208906,"Jaraguá do Sul","SC",3,3,0,0,NA,NA,"SC","-"
"2021",3502,"EDUCAÇÃO FÍSICA ",1014,"INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC","BOM JESUS/IELUSC","Faculdade","Privada sem fins lucrativos",47565,"Educação Presencial",4209102,"Joinville","SC",20,17,11,0.647,2.811,3.312,"4","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",1014,"INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC","BOM JESUS/IELUSC","Faculdade","Privada sem fins lucrativos",347565,"Educação Presencial",4209102,"Joinville","SC",24,20,15,0.75,1.264,3.068,"4","X"
"2021",3501,"EDUCAÇÃO FÍSICA ",1189,"UNIVERSIDADE DO PLANALTO CATARINENSE","UNIPLAC","Universidade","Privada sem fins lucrativos",309956,"Educação Presencial",4209300,"Lages","SC",30,28,15,0.535,-2.569,1.57,"2","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",1267,"INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS","IESGF","Faculdade","Privada com fins lucrativos",1190849,"Educação Presencial",4216602,"São José","SC",28,21,10,0.476,1.933,3.329,"4","-"
"2021",3501,"EDUCAÇÃO FÍSICA ",1351,"CENTRO UNIVERSITÁRIO SOCIESC","","Centro Universitário","Privada com fins lucrativos",1380904,"Educação Presencial",4209102,"Joinville","SC",15,12,10,0.833,-3.805,1.087,"2","-"
