"ano","codigo_da_area","area_de_avaliacao","codigo_da_ies","nome_da_ies","sigla_da_ies","organizacao_academica","categoria_administrativa","codigo_do_curso","modalidade_de_ensino","codigo_do_municipio","municipio_do_curso","sigla_da_uf","no_de_concluintes_inscritos","no_de_concluintes_participantes","no_de_concluintes_participantes_com_nota_no_enem","proporcao_de_concluintes_participantes_com_nota_no_enem","nota_bruta_idd","idd_.continuo.","idd_.faixa.","entidade_beneficiente_de_assistencia_social_.cebas."
"2022",22,"CIÊNCIAS CONTÁBEIS",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",121179,"Educação Presencial",4204202,"Chapecó","SC",46,41,27,0.658536585,1.515594818,3.364152512,"4","X"
"2022",2,"DIREITO",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",3828,"Educação Presencial",4209003,"Joaçaba","SC",109,90,73,0.811111111,2.215404403,3.088163971,"4","-"
"2022",2,"DIREITO",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",3835,"Educação Presencial",4219309,"Videira","SC",70,68,48,0.705882353,0.935030114,2.751251809,"3","-"
"2022",2,"DIREITO",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",17988,"Educação Presencial",4217204,"São Miguel do Oeste","SC",76,61,51,0.836065574,8.612551884,4.771481737,"5","-"
"2022",2,"DIREITO",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",21985,"Educação Presencial",4219507,"Xanxerê","SC",58,53,34,0.641509434,2.533164076,3.171777879,"4","-"
"2022",2,"DIREITO",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",80636,"Educação Presencial",4212908,"Pinhalzinho","SC",31,23,16,0.695652174,6.104298618,4.111470803,"5","-"
"2022",2,"DIREITO",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",121187,"Educação Presencial",4204202,"Chapecó","SC",113,100,63,0.63,-0.961631427,2.252172481,"3","-"
"2022",18,"PSICOLOGIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",3860,"Educação Presencial",4209003,"Joaçaba","SC",38,36,28,0.777777778,1.298404117,2.860317715,"3","X"
"2022",18,"PSICOLOGIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",63880,"Educação Presencial",4217204,"São Miguel do Oeste","SC",19,16,15,0.9375,5.605257764,4.117331501,"5","X"
"2022",18,"PSICOLOGIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",121183,"Educação Presencial",4204202,"Chapecó","SC",33,33,20,0.606060606,1.482011303,2.913905968,"3","X"
"2022",18,"PSICOLOGIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",121360,"Educação Presencial",4219507,"Xanxerê","SC",19,19,11,0.578947368,1.284751428,2.856332992,"3","X"
"2022",18,"PSICOLOGIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",150073,"Educação Presencial",4212908,"Pinhalzinho","SC",21,19,13,0.684210526,4.30163895,3.736852628,"4","X"
"2022",18,"PSICOLOGIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1298914,"Educação Presencial",4219309,"Videira","SC",19,19,14,0.736842105,2.787603517,3.294960804,"4","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",35789,"Educação Presencial",4209003,"Joaçaba","SC",20,19,14,0.736842105,1.800660365,3.066092953,"4","-"
"2022",88,"TECNOLOGIA EM GASTRONOMIA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1515738,"Educação a Distância",4209003,"Joaçaba","SC",5,5,0,0,NA,NA,"SC","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1420183,"Educação a Distância",4209003,"Joaçaba","SC",10,9,2,0.222222222,-0.012658753,2.568286531,"3","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1420184,"Educação a Distância",4209003,"Joaçaba","SC",12,8,3,0.375,0.57759095,2.88604208,"3","-"
"2022",87,"TECNOLOGIA EM GESTÃO FINANCEIRA",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1562583,"Educação a Distância",4209003,"Joaçaba","SC",2,2,0,0,NA,NA,"SC","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1167845,"Educação a Distância",4209003,"Joaçaba","SC",6,5,1,0.2,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3927,"Educação Presencial",4208203,"Itajaí","SC",76,55,38,0.690909091,-1.156913239,1.863455851,"2","-"
"2022",1,"ADMINISTRAÇÃO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3942,"Educação Presencial",4202305,"Biguaçu","SC",17,12,7,0.583333333,0.784913348,2.534654423,"3","-"
"2022",1,"ADMINISTRAÇÃO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",89888,"Educação Presencial",4202008,"Balneário Camboriú","SC",44,30,10,0.333333333,-0.507842376,2.087809272,"3","-"
"2022",1,"ADMINISTRAÇÃO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1428300,"Educação a Distância",4208203,"Itajaí","SC",33,28,7,0.25,-1.496526928,1.746067294,"2","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3929,"Educação Presencial",4208203,"Itajaí","SC",43,37,27,0.72972973,-0.774464901,2.045855981,"3","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3941,"Educação Presencial",4202305,"Biguaçu","SC",25,23,17,0.739130435,0.890417726,3.004262861,"4","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1484069,"Educação a Distância",4208203,"Itajaí","SC",9,9,2,0.222222222,0.422653067,2.734989304,"3","X"
"2022",2,"DIREITO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3926,"Educação Presencial",4208203,"Itajaí","SC",359,288,185,0.642361111,-1.27177601,2.170562374,"3","-"
"2022",2,"DIREITO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3940,"Educação Presencial",4202305,"Biguaçu","SC",57,48,34,0.708333333,3.315931065,3.377751805,"4","-"
"2022",2,"DIREITO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",20180,"Educação Presencial",4202008,"Balneário Camboriú","SC",201,155,87,0.561290323,0.538909121,2.647018241,"3","-"
"2022",2,"DIREITO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",20182,"Educação Presencial",4218004,"Tijucas","SC",35,32,21,0.65625,-0.047999079,2.492581752,"3","-"
"2022",2,"DIREITO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",121250,"Educação Presencial",4216602,"São José","SC",155,105,57,0.542857143,1.975262274,3.024974008,"4","-"
"2022",803,"JORNALISMO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1204694,"Educação Presencial",4208203,"Itajaí","SC",26,21,13,0.619047619,1.094095263,2.82726815,"3","-"
"2022",18,"PSICOLOGIA",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",303931,"Educação Presencial",4208203,"Itajaí","SC",110,100,69,0.69,2.596308884,3.239128865,"4","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1204663,"Educação Presencial",4208203,"Itajaí","SC",61,45,32,0.711111111,1.530683691,2.979187406,"4","-"
"2022",804,"PUBLICIDADE E PROPAGANDA",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1351654,"Educação Presencial",4205407,"Florianópolis","SC",16,13,8,0.615384615,2.427055484,3.267729672,"4","-"
"2022",81,"RELAÇÕES INTERNACIONAIS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",121281,"Educação Presencial",4202008,"Balneário Camboriú","SC",18,15,14,0.933333333,-1.167948742,1.99245599,"3","-"
"2022",81,"RELAÇÕES INTERNACIONAIS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",150147,"Educação Presencial",4208203,"Itajaí","SC",45,30,26,0.866666667,-0.391781354,2.286566555,"3","-"
"2022",102,"TECNOLOGIA EM COMÉRCIO EXTERIOR",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1484070,"Educação a Distância",4208203,"Itajaí","SC",20,11,3,0.272727273,0.781485044,3.609923506,"4","-"
"2022",103,"TECNOLOGIA EM DESIGN DE INTERIORES",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",112016,"Educação Presencial",4202008,"Balneário Camboriú","SC",11,9,6,0.666666667,-0.037095073,2.394972958,"3","-"
"2022",103,"TECNOLOGIA EM DESIGN DE INTERIORES",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1150806,"Educação Presencial",4205407,"Florianópolis","SC",2,2,0,0,NA,NA,"SC","-"
"2022",103,"TECNOLOGIA EM DESIGN DE INTERIORES",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1484072,"Educação a Distância",4208203,"Itajaí","SC",21,20,3,0.15,NA,NA,"SC","-"
"2022",104,"TECNOLOGIA EM DESIGN GRÁFICO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",121277,"Educação Presencial",4205407,"Florianópolis","SC",44,31,21,0.677419355,0.878411838,2.986446142,"4","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1428297,"Educação a Distância",4208203,"Itajaí","SC",19,14,2,0.142857143,NA,NA,"SC","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1258085,"Educação Presencial",4202008,"Balneário Camboriú","SC",1,0,0,NA,NA,NA,"SC","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1484066,"Educação a Distância",4208203,"Itajaí","SC",20,14,3,0.214285714,1.561579699,3.480408707,"4","-"
"2022",87,"TECNOLOGIA EM GESTÃO FINANCEIRA",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1428299,"Educação a Distância",4208203,"Itajaí","SC",17,14,1,0.071428571,NA,NA,"SC","-"
"2022",106,"TECNOLOGIA EM GESTÃO PÚBLICA",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1428298,"Educação a Distância",4208203,"Itajaí","SC",6,3,1,0.333333333,NA,NA,"SC","-"
"2022",94,"TECNOLOGIA EM LOGÍSTICA",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1484071,"Educação a Distância",4208203,"Itajaí","SC",18,16,6,0.375,1.767975964,3.513925586,"4","-"
"2022",84,"TECNOLOGIA EM MARKETING",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1187768,"Educação Presencial",4202008,"Balneário Camboriú","SC",2,0,0,NA,NA,NA,"SC","-"
"2022",84,"TECNOLOGIA EM MARKETING",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1484068,"Educação a Distância",4208203,"Itajaí","SC",25,17,11,0.647058824,-0.740714163,2.110635654,"3","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1428295,"Educação a Distância",4208203,"Itajaí","SC",15,4,1,0.25,NA,NA,"SC","-"
"2022",29,"TURISMO",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3934,"Educação Presencial",4202008,"Balneário Camboriú","SC",9,8,6,0.75,-1.343376626,1.064153308,"2","-"
"2022",1,"ADMINISTRAÇÃO",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",20227,"Educação Presencial",4202909,"Brusque","SC",28,27,16,0.592592593,1.463166545,2.76909481,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",19877,"Educação Presencial",4202909,"Brusque","SC",14,14,11,0.785714286,2.150289706,3.72952118,"4","X"
"2022",2,"DIREITO",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",19878,"Educação Presencial",4202909,"Brusque","SC",56,50,31,0.62,0.356513962,2.599023567,"3","-"
"2022",18,"PSICOLOGIA",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",1175166,"Educação Presencial",4202909,"Brusque","SC",24,22,15,0.681818182,2.400879028,3.182090005,"4","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",1189135,"Educação Presencial",4202909,"Brusque","SC",10,9,4,0.444444444,1.871087507,3.088763465,"4","-"
"2022",104,"TECNOLOGIA EM DESIGN GRÁFICO",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",1175167,"Educação Presencial",4202909,"Brusque","SC",9,9,6,0.666666667,1.732763549,3.674977921,"4","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",105246,"Educação Presencial",4202909,"Brusque","SC",9,8,3,0.375,-0.335687398,2.435840913,"3","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",97642,"Educação Presencial",4202909,"Brusque","SC",12,11,3,0.272727273,-0.303501762,1.900223084,"2","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",1335183,"Educação a Distância",4202909,"Brusque","SC",4,3,0,0,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",9108,"Educação Presencial",4203808,"Canoinhas","SC",8,8,5,0.625,-0.425660009,2.11621587,"3","-"
"2022",1,"ADMINISTRAÇÃO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",9119,"Educação Presencial",4210100,"Mafra","SC",15,9,6,0.666666667,-1.210242345,1.845022475,"2","-"
"2022",1,"ADMINISTRAÇÃO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",1140612,"Educação a Distância",4210100,"Mafra","SC",14,9,5,0.555555556,1.838428241,2.898805216,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",9107,"Educação Presencial",4210100,"Mafra","SC",12,11,10,0.909090909,-1.217576486,1.79077422,"2","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",9114,"Educação Presencial",4204301,"Concórdia","SC",6,6,6,1,-2.786874054,0.887391865,"1","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",1141000,"Educação a Distância",4210100,"Mafra","SC",7,3,2,0.666666667,-0.543050066,2.179072321,"3","X"
"2022",2,"DIREITO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",21024,"Educação Presencial",4204301,"Concórdia","SC",33,33,28,0.848484848,-2.529602154,1.839583434,"2","-"
"2022",2,"DIREITO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",21025,"Educação Presencial",4203808,"Canoinhas","SC",31,28,19,0.678571429,-1.869860362,2.013185041,"3","-"
"2022",2,"DIREITO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",21026,"Educação Presencial",4210100,"Mafra","SC",76,63,48,0.761904762,-2.221682644,1.920608045,"2","-"
"2022",2,"DIREITO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",21027,"Educação Presencial",4204806,"Curitibanos","SC",20,20,14,0.7,-1.90366919,2.004288732,"3","-"
"2022",2,"DIREITO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",39227,"Educação Presencial",4213609,"Porto União","SC",29,27,14,0.518518519,-1.244277033,2.177798337,"3","-"
"2022",2,"DIREITO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",1356209,"Educação Presencial",4215000,"Rio Negrinho","SC",14,14,9,0.642857143,1.332204507,2.855762564,"3","-"
"2022",803,"JORNALISMO",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",1363769,"Educação a Distância",4210100,"Mafra","SC",1,0,0,NA,NA,NA,"SC","-"
"2022",18,"PSICOLOGIA",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",21031,"Educação Presencial",4210100,"Mafra","SC",14,14,9,0.642857143,0.523327864,2.634101174,"3","X"
"2022",18,"PSICOLOGIA",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",39103,"Educação Presencial",4204301,"Concórdia","SC",16,15,12,0.8,-1.128492068,2.151995071,"3","X"
"2022",18,"PSICOLOGIA",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",1357954,"Educação Presencial",4215000,"Rio Negrinho","SC",9,9,8,0.888888889,-0.708725798,2.274509563,"3","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",1451863,"Educação a Distância",4210100,"Mafra","SC",2,1,1,1,NA,NA,"SC","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",1519736,"Educação a Distância",4210100,"Mafra","SC",1,0,0,NA,NA,NA,"SC","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Especial",121958,"Educação a Distância",4210100,"Mafra","SC",3,2,0,0,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",9898,"Educação Presencial",4204608,"Criciúma","SC",36,24,16,0.666666667,2.262429456,3.045362592,"4","-"
"2022",1,"ADMINISTRAÇÃO",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",80284,"Educação Presencial",4204608,"Criciúma","SC",29,19,17,0.894736842,1.824551308,2.89400861,"3","-"
"2022",1,"ADMINISTRAÇÃO",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1516677,"Educação a Distância",4204608,"Criciúma","SC",9,7,3,0.428571429,-0.640419549,2.041983548,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",9899,"Educação Presencial",4204608,"Criciúma","SC",53,44,34,0.772727273,3.501891461,4.507584691,"5","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1516678,"Educação a Distância",4204608,"Criciúma","SC",18,14,4,0.285714286,1.346640586,3.266892263,"4","X"
"2022",13,"CIÊNCIAS ECONÔMICAS",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",20312,"Educação Presencial",4204608,"Criciúma","SC",22,14,11,0.785714286,0.317870283,2.378552802,"3","-"
"2022",2,"DIREITO",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",17936,"Educação Presencial",4204608,"Criciúma","SC",197,115,82,0.713043478,-2.951051125,1.728685172,"2","-"
"2022",18,"PSICOLOGIA",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",20318,"Educação Presencial",4204608,"Criciúma","SC",116,82,60,0.731707317,1.669586886,2.968652452,"4","X"
"2022",83,"TECNOLOGIA EM DESIGN DE MODA",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",21893,"Educação Presencial",4204608,"Criciúma","SC",17,6,6,1,-0.060167908,2.839844905,"3","-"
"2022",88,"TECNOLOGIA EM GASTRONOMIA",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1513865,"Educação a Distância",4204608,"Criciúma","SC",20,12,5,0.416666667,-0.23723339,2.365226437,"3","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",115189,"Educação Presencial",4204608,"Criciúma","SC",3,0,0,NA,NA,NA,"SC","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1074817,"Educação a Distância",4204608,"Criciúma","SC",12,11,1,0.090909091,NA,NA,"SC","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",73289,"Educação Presencial",4204608,"Criciúma","SC",16,13,6,0.461538462,2.530387642,4.065605552,"5","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1516679,"Educação a Distância",4204608,"Criciúma","SC",15,12,4,0.333333333,0.354785224,2.751458947,"3","-"
"2022",87,"TECNOLOGIA EM GESTÃO FINANCEIRA",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1517305,"Educação a Distância",4204608,"Criciúma","SC",7,5,2,0.4,1.246680569,2.906758101,"3","-"
"2022",84,"TECNOLOGIA EM MARKETING",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1512271,"Educação a Distância",4204608,"Criciúma","SC",9,5,2,0.4,-0.53278612,2.229439344,"3","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",73293,"Educação Presencial",4204608,"Criciúma","SC",24,23,16,0.695652174,-0.387638061,1.821455303,"2","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1331048,"Educação a Distância",4204608,"Criciúma","SC",18,16,3,0.1875,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10045,"Educação Presencial",4218707,"Tubarão","SC",23,13,4,0.307692308,0.808988576,2.542976103,"3","-"
"2022",1,"ADMINISTRAÇÃO",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10063,"Educação Presencial",4201406,"Araranguá","SC",1,1,0,0,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10075,"Educação Presencial",4211900,"Palhoça","SC",13,8,1,0.125,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",60628,"Educação Presencial",4202800,"Braço do Norte","SC",11,5,1,0.2,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",67458,"Educação Presencial",4205407,"Florianópolis","SC",9,5,1,0.2,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",95219,"Educação a Distância",4218707,"Tubarão","SC",63,33,4,0.121212121,NA,NA,"SC","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10046,"Educação Presencial",4218707,"Tubarão","SC",19,15,8,0.533333333,-2.405471359,1.106950266,"2","X"
