ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,codigo_do_curso,codigo_da_area,area_de_avaliacao,modalidade_de_ensino,codigo_do_municipio,municipio_do_curso,sigla_da_uf,no_de_concluintes_inscritos,no_de_concluintes_participantes,nota_bruta_fg,nota_padronizada_fg,nota_bruta_ce,nota_padronizada_ce,conceito_enade_(continuo),concluintes_participantes_com_nota_no_enem,proporcao_de_concluintes_participantes_com_nota_no_enem,nota_bruta_idd,nota_padronizada_idd,nota_bruta_-_organizacao_didatico-pedagogica,nota_padronizada_organizacao_didatico-pedagogica,nota_bruta_-_infraestrutura_e_instalacoes_fisicas,nota_padronizada_infraestrutura_e_instalacoes_fisicas,nota_bruta_-_oportunidade_de_ampliacao_da_formacao,nota_padronizada_oportunidade_de_ampliacao_da_formacao,nota_bruta_mestres,nota_padronizada_mestres,nota_bruta_doutores,nota_padronizada_doutores,nota_bruta_-_regime_de_trabalho,nota_padronizada_regime_de_trabalho,cpc_(continuo),cpc_(faixa),entidade_beneficiente_de_assistencia_social_(cebas)
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,98847.0,38.0,SERVIÇO SOCIAL,Educação a Distância,2800308.0,Aracaju,SE,131.0,96.0,42.44479167,1.249573912,30.25104167,1.011260931,1.07,38.0,"0,395833333",-7.328838374,1.035694193,5.56812791,3.4088923,5.495062156,3.860469038,4.846945746,3.252562863,0.894736842,4.210526315,0.473684211,2.368421055,0.842105263,4.066985645,2.082741804,3,-
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1108137.0,88.0,TECNOLOGIA EM GASTRONOMIA,Educação Presencial,2800308.0,Aracaju,SE,8.0,5.0,45.18,2.136942675,63.38,3.817213115,3.397,4.0,"0,8",2.615533898,3.38242336,5.871428571,4.703846153,5.654545455,4.240000001,4.8,3.235294118,0.909090909,4.35064935,0.681818182,3.40909091,0.954545455,4.715909094,3.700303611,4,-
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1299195.0,93.0,TECNOLOGIA EM GESTÃO COMERCIAL,Educação a Distância,2800308.0,Aracaju,SE,15.0,10.0,43.09,2.394588501,44.34,1.796393689,1.945,5.0,"0,5",-4.568830201,0.700201595,5.143856144,3.066771938,5.32521645,3.331579134,4.387012987,2.828671328,1.0,5.0,0.3125,1.5625,0.875,4.375,2.039062672,3,-
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1315387.0,86.0,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,Educação a Distância,2800308.0,Aracaju,SE,53.0,28.0,44.225,2.43065562,38.85714286,1.883286648,2.02,14.0,"0,5",-0.206405141,2.412478623,5.276130846,3.123302194,5.207690694,3.233364385,4.095011338,2.460015117,0.947368421,4.671052631,0.368421053,1.842105265,0.842105263,4.210526315,2.648243769,3,-
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1429876.0,87.0,TECNOLOGIA EM GESTÃO FINANCEIRA,Educação a Distância,2800308.0,Aracaju,SE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.642857143,4.270664506,5.3,3.522613065,2.8,0.733333333,1.0,5.0,0.388888889,1.944444445,0.888888889,4.333333334,,SC,-
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1108094.0,106.0,TECNOLOGIA EM GESTÃO PÚBLICA,Educação a Distância,2800308.0,Aracaju,SE,6.0,2.0,53.75,3.386922245,38.45,1.557153966,2.014,1.0,"0,5",0.0,0.0,5.583333333,4.088541666,5.363636364,3.472356936,5.069444444,3.51111111,0.933333333,4.499999998,0.4,2.0,0.8,3.9,2.606064069,3,-
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1424303.0,94.0,TECNOLOGIA EM LOGÍSTICA,Educação a Distância,2800308.0,Aracaju,SE,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.880952381,4.739583333,6.0,5.0,5.5,4.311926605,1.0,5.0,0.4,2.0,0.866666667,4.333333335,,SC,-
2022.0,398.0,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,1425411.0,84.0,TECNOLOGIA EM MARKETING,Educação a Distância,2800308.0,Aracaju,SE,7.0,6.0,54.01666667,3.152595649,51.33333333,3.136851202,3.14,3.0,"0,5",-0.421351925,2.293109416,4.966269841,2.968262539,5.627314815,4.267939815,3.702857143,2.257142857,1.0,5.0,0.5,2.5,1.0,5.0,3.048191011,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,8299.0,1.0,ADMINISTRAÇÃO,Educação Presencial,5300108.0,Brasília,DF,122.0,91.0,56.61758242,3.21736302,46.41428571,3.300939423,3.28,68.0,"0,747252747",1.354114205,2.73140052,4.711336032,1.595981972,5.332400699,3.411921563,4.41716792,2.564873723,0.916666667,4.469696972,0.361111111,1.805555555,0.583333333,2.916666665,2.791226422,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1282866.0,1.0,ADMINISTRAÇÃO,Educação Presencial,5300108.0,Brasília,DF,52.0,38.0,54.90526316,3.018602804,46.26315789,3.28380475,3.217,34.0,"0,894736842",1.170411912,2.667903235,5.362637363,3.316400582,5.657342657,4.184890192,4.970451771,3.416079648,0.892857143,4.318181819,0.357142857,1.785714285,0.607142857,3.035714285,2.94004288,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1418489.0,1.0,ADMINISTRAÇÃO,Educação a Distância,5300108.0,Brasília,DF,18.0,13.0,64.16153846,4.093039868,52.26923077,3.964765393,3.996,3.0,"0,230769231",-0.84406307,1.971593513,5.260204082,3.045822104,5.554383117,3.939971084,5.097959184,3.612244898,0.925925926,4.528619529,0.481481481,2.407407405,0.777777778,3.88888889,2.997590109,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,8296.0,22.0,CIÊNCIAS CONTÁBEIS,Educação Presencial,5300108.0,Brasília,DF,46.0,35.0,56.75142857,3.484363647,25.26,2.798283262,2.969,21.0,"0,6",-0.253519519,2.34574357,4.744581807,2.244892055,5.031313131,3.059804159,4.203108466,2.480993177,0.96,4.76,0.44,2.2,0.56,2.8,2.695352863,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1282870.0,22.0,CIÊNCIAS CONTÁBEIS,Educação Presencial,5300108.0,Brasília,DF,48.0,35.0,58.09714286,3.644662073,22.93428571,2.269845277,2.613,28.0,"0,8",-0.768514686,2.049281283,5.135225885,3.102189336,5.572025814,4.142804798,4.522652116,2.928951565,0.954545455,4.72727273,0.409090909,2.045454545,0.590909091,2.954545455,2.635941119,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1418611.0,22.0,CIÊNCIAS CONTÁBEIS,Educação a Distância,5300108.0,Brasília,DF,7.0,5.0,68.44,4.876679694,27.48,3.302701338,3.696,1.0,"0,2",0.0,0.0,5.028571429,2.868128255,4.785974026,2.568411195,4.214285714,2.496662216,0.931034483,4.586206898,0.448275862,2.24137931,0.724137931,3.620689655,3.390578632,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,8295.0,2.0,DIREITO,Educação Presencial,5300108.0,Brasília,DF,982.0,741.0,65.75721997,3.47181797,49.1534413,3.521477439,3.509,530.0,"0,715249663",3.897712192,3.530839179,5.050102182,2.537301954,5.275038642,3.478087492,4.849238156,3.248840672,0.85443038,3.999208862,0.411392405,2.056962025,0.46835443,2.34177215,3.167147144,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,31128.0,803.0,JORNALISMO,Educação Presencial,5300108.0,Brasília,DF,37.0,26.0,62.98076923,2.938654065,56.75384615,3.045603785,3.018,20.0,"0,769230769",0.775496899,2.697829087,5.441798942,3.605086921,5.585521886,4.148903356,5.174691358,3.631612614,0.916666667,4.16666667,0.666666667,3.333333335,0.625,2.749999999,3.135380454,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1349773.0,803.0,JORNALISMO,Educação Presencial,5300108.0,Brasília,DF,15.0,12.0,59.54166667,2.547402351,58.28333333,3.254925441,3.078,9.0,"0,75",-1.102313,1.934918846,5.357142857,3.393536121,5.522727273,4.019959794,4.978174603,3.305781725,0.928571429,4.28571429,0.785714286,3.92857143,0.857142857,4.142857142,3.052416844,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,8306.0,18.0,PSICOLOGIA,Educação Presencial,5300108.0,Brasília,DF,254.0,236.0,67.37838983,3.26529137,62.45423729,3.156624315,3.183,170.0,"0,720338983",0.514783915,2.631607506,5.275128953,2.537225488,5.381791383,3.608849943,4.573824101,2.85614217,0.914634146,4.217479671,0.548780488,2.74390244,0.804878049,3.841463416,3.015964903,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,23477.0,804.0,PUBLICIDADE E PROPAGANDA,Educação Presencial,5300108.0,Brasília,DF,72.0,48.0,63.00625,3.443391207,49.40625,2.889410622,3.027,37.0,"0,770833333",-0.424023264,2.349966831,4.919137466,2.635613207,5.333104631,3.669319943,4.490566038,2.88767259,0.913043478,4.239130432,0.52173913,2.60869565,0.565217391,2.584541061,2.784478056,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1319173.0,804.0,PUBLICIDADE E PROPAGANDA,Educação Presencial,5300108.0,Brasília,DF,41.0,28.0,54.575,2.366668694,45.60357143,2.396835677,2.389,22.0,"0,785714286",-3.275071027,1.432213965,5.190679691,3.229611824,5.264234942,3.531901802,4.595679012,3.034769463,0.947368421,4.539473683,0.526315789,2.631578945,0.736842105,3.538011694,2.474367133,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,20066.0,81.0,RELAÇÕES INTERNACIONAIS,Educação Presencial,5300108.0,Brasília,DF,70.0,50.0,69.122,2.741360617,46.34,2.678715799,2.694,37.0,"0,74",2.245581918,3.285933978,5.237454213,3.11606335,5.358665825,3.675194919,4.548452381,2.974843491,0.931034483,3.965517244,0.517241379,2.586206895,0.413793103,0.969827582,2.938869774,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1191653.0,81.0,RELAÇÕES INTERNACIONAIS,Educação Presencial,5300108.0,Brasília,DF,60.0,49.0,65.90612245,2.186105573,42.14285714,2.034973865,2.072,44.0,"0,897959184",-0.221646697,2.351035123,5.24172233,3.12660811,5.349475144,3.656209714,4.480135388,2.879529633,0.931034483,3.965517244,0.517241379,2.586206895,0.413793103,0.969827582,2.484789882,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1177864.0,88.0,TECNOLOGIA EM GASTRONOMIA,Educação Presencial,5300108.0,Brasília,DF,31.0,19.0,52.57368421,2.921834842,55.27368421,2.820534944,2.845,6.0,"0,315789474",-0.186076902,2.38346705,4.872044622,2.401846372,5.090909091,3.0,4.281385281,2.472625413,0.7,2.857142857,0.3,1.5,0.7,3.125,2.469000279,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1419537.0,86.0,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,Educação a Distância,5300108.0,Brasília,DF,16.0,9.0,46.16666667,2.640489914,51.51111111,3.537400145,3.313,2.0,"0,222222222",1.080241707,3.189662254,5.085164835,2.628205128,5.263192641,3.357118726,4.405,2.873333333,0.92,4.5,0.48,2.4,0.76,3.8,3.198320961,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1419538.0,87.0,TECNOLOGIA EM GESTÃO FINANCEIRA,Educação a Distância,5300108.0,Brasília,DF,20.0,11.0,56.21818182,3.498121713,46.94545455,3.783718496,3.712,3.0,"0,272727273",0.482486642,2.511896826,5.43364328,3.843420636,5.529292929,4.00654789,5.012087912,3.682783883,0.931034483,4.482758623,0.413793103,2.068965515,0.689655172,3.137931031,3.08417784,4,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1280009.0,106.0,TECNOLOGIA EM GESTÃO PÚBLICA,Educação Presencial,5300108.0,Brasília,DF,11.0,5.0,40.44,1.946668728,38.8,1.597978227,1.685,5.0,1,-0.448502447,1.711109868,4.179120879,1.016826923,5.090909091,2.817652765,3.741666667,1.386666667,0.857142857,3.928571428,0.714285714,3.57142857,0.857142857,4.214285713,2.334158519,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1419539.0,106.0,TECNOLOGIA EM GESTÃO PÚBLICA,Educação a Distância,5300108.0,Brasília,DF,33.0,16.0,49.40625,2.916892101,47.78125,2.645557932,2.713,6.0,"0,375",-1.24181009,0.798526119,5.331315743,3.537253188,5.597689076,4.034219654,4.877941177,3.204705883,0.925925926,4.444444445,0.481481481,2.407407405,0.740740741,3.574074075,2.331785055,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1442830.0,84.0,TECNOLOGIA EM MARKETING,Educação a Distância,5300108.0,Brasília,DF,18.0,12.0,56.84166667,3.443961495,43.61666667,2.313049667,2.595,1.0,"0,083333333",0.0,0.0,4.043956044,1.15550756,4.688994339,2.424810308,3.896329365,2.488154466,0.96,4.733333333,0.4,2.0,0.64,3.08,2.583785137,3,-
2022.0,402.0,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,1442831.0,85.0,TECNOLOGIA EM PROCESSOS GERENCIAIS,Educação a Distância,5300108.0,Brasília,DF,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.857142857,4.609562976,6.0,5.0,5.0,3.524590164,0.90625,4.375,0.34375,1.71875,0.625,3.125,,SC,-
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,8333.0,1.0,ADMINISTRAÇÃO,Educação Presencial,5300108.0,Brasília,DF,78.0,70.0,54.58,2.980847359,41.82571429,2.78069323,2.83,57.0,"0,814285714",-0.055616692,2.244122526,4.79512858,1.817320778,5.002265512,2.626599332,3.975687458,1.885673012,1.0,5.0,1.0,5.0,1.0,5.0,3.166360087,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,87802.0,1.0,ADMINISTRAÇÃO,Educação a Distância,5300108.0,Brasília,DF,88.0,58.0,59.87241379,3.595172814,44.32241379,3.063765736,3.196,29.0,"0,5",1.700676853,2.851191008,5.019356685,2.409621432,5.141387649,2.957541659,4.164720333,2.17649282,1.0,5.0,1.0,5.0,1.0,5.0,3.520251365,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,18060.0,22.0,CIÊNCIAS CONTÁBEIS,Educação Presencial,5300108.0,Brasília,DF,67.0,59.0,44.81694915,2.062755601,22.46271186,2.16269646,2.137,49.0,"0,830508475",-2.264490944,1.188107098,4.529728084,1.773379692,4.82436305,2.645301083,3.751357887,1.847697973,1.0,5.0,1.0,5.0,1.0,5.0,2.654840714,3,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,106245.0,22.0,CIÊNCIAS CONTÁBEIS,Educação a Distância,5300108.0,Brasília,DF,82.0,63.0,51.89365079,2.905716206,23.78571429,2.463302918,2.573,22.0,"0,349206349",-2.436519232,1.089077238,4.80153418,2.369878244,4.970257679,2.93751538,4.378588682,2.72699348,1.0,5.0,1.0,5.0,1.0,5.0,2.788749756,3,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,8334.0,13.0,CIÊNCIAS ECONÔMICAS,Educação Presencial,5300108.0,Brasília,DF,64.0,51.0,61.48235294,2.363119546,34.14509804,2.10702955,2.171,49.0,"0,960784314",-1.281033089,1.798391175,4.907985457,2.269963643,5.219051167,3.281912568,4.522209212,2.841765989,1.0,5.0,1.0,5.0,1.0,5.0,2.969034372,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1405012.0,13.0,CIÊNCIAS ECONÔMICAS,Educação a Distância,5300108.0,Brasília,DF,36.0,27.0,65.0037037,2.833722799,35.27777778,2.295022558,2.429,6.0,"0,222222222",-1.587638017,1.687139666,4.48992674,1.22481685,4.641673882,2.011682541,3.591587302,1.482642713,1.0,5.0,1.0,5.0,1.0,5.0,2.805949866,3,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,18061.0,2.0,DIREITO,Educação Presencial,5300108.0,Brasília,DF,123.0,97.0,52.24329897,1.920158332,35.36804124,1.700137569,1.755,82.0,"0,845360825",-4.906776085,1.214064151,4.847088369,2.010969846,4.925282234,2.74384332,4.24964986,2.3364237,1.0,5.0,1.0,5.0,1.0,5.0,2.622376502,3,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,29616.0,803.0,JORNALISMO,Educação Presencial,5300108.0,Brasília,DF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,1.0,5.0,1.0,5.0,1.0,5.0,,SC,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,18090.0,18.0,PSICOLOGIA,Educação Presencial,5300108.0,Brasília,DF,38.0,35.0,62.66571429,2.653149587,60.88,2.965581946,2.887,22.0,"0,628571429",3.814340686,3.594628005,5.102371313,1.950275417,5.093407762,2.959902517,4.419517544,2.624185284,1.0,5.0,1.0,5.0,1.0,5.0,3.695484987,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,27830.0,804.0,PUBLICIDADE E PROPAGANDA,Educação Presencial,5300108.0,Brasília,DF,13.0,10.0,64.86,3.68012649,56.86,3.85492228,3.811,10.0,1,1.416058229,2.942289446,5.214285714,3.28125,5.581818182,4.16558694,5.554563492,4.376648619,1.0,5.0,1.0,5.0,1.0,5.0,3.855835285,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,8343.0,81.0,RELAÇÕES INTERNACIONAIS,Educação Presencial,5300108.0,Brasília,DF,41.0,39.0,66.73333333,2.328932223,41.26153846,1.899800531,2.007,37.0,"0,948717949",1.237452949,2.903926971,5.389969005,3.492864601,5.434116809,3.831054143,4.981593407,3.5791491,1.0,5.0,1.0,5.0,1.0,5.0,3.46078741,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,87910.0,38.0,SERVIÇO SOCIAL,Educação Presencial,5300108.0,Brasília,DF,4.0,2.0,18.75,0.0,34.35,1.412490211,1.059,2.0,1,-3.656127442,1.851170944,5.547619048,3.333333335,5.340909091,3.512580298,3.279761905,0.877518293,1.0,5.0,1.0,5.0,1.0,5.0,2.807350335,3,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1445850.0,38.0,SERVIÇO SOCIAL,Educação a Distância,5300108.0,Brasília,DF,11.0,7.0,42.2,1.221978871,34.01428571,1.379628594,1.34,1.0,"0,142857143",0.0,0.0,5.403439153,2.802144248,5.268654802,3.349518646,4.71031746,3.04550466,1.0,5.0,1.0,5.0,1.0,5.0,2.690893257,3,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,106264.0,102.0,TECNOLOGIA EM COMÉRCIO EXTERIOR,Educação a Distância,5300108.0,Brasília,DF,5.0,4.0,56.775,3.392089231,48.675,3.792380952,3.692,1.0,"0,25",0.0,0.0,3.81456044,0.500565613,4.225,0.80107527,3.34375,2.048611111,1.0,5.0,1.0,5.0,1.0,5.0,3.659580874,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1448110.0,103.0,TECNOLOGIA EM DESIGN DE INTERIORES,Educação Presencial,5300108.0,Brasília,DF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.928571429,4.857142858,5.666666667,4.157088123,4.625,3.217592593,1.0,5.0,1.0,5.0,1.0,5.0,,SC,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,118988.0,88.0,TECNOLOGIA EM GASTRONOMIA,Educação Presencial,5300108.0,Brasília,DF,7.0,2.0,31.55,0.690021231,60.6,3.475409836,2.779,2.0,1,3.199636972,3.590694063,5.607142857,4.09508547,5.681818182,4.3,5.6875,4.540441176,1.0,5.0,1.0,5.0,1.0,5.0,3.948197899,5,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1517187.0,93.0,TECNOLOGIA EM GESTÃO COMERCIAL,Educação a Distância,5300108.0,Brasília,DF,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.285714286,3.387096775,5.666666667,4.175824177,4.4,2.846153846,1.0,5.0,1.0,5.0,1.0,5.0,,SC,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,121966.0,86.0,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,Educação a Distância,5300108.0,Brasília,DF,36.0,24.0,41.30833333,2.11545389,41.99166667,2.293028322,2.248,8.0,"0,333333333",0.39861447,2.777933479,4.966049383,2.31938729,4.863151355,2.465134778,4.073324515,2.431099353,1.0,5.0,1.0,5.0,1.0,5.0,3.27999193,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,106257.0,87.0,TECNOLOGIA EM GESTÃO FINANCEIRA,Educação a Distância,5300108.0,Brasília,DF,16.0,7.0,50.24285714,2.757378985,40.84285714,2.972921675,2.919,1.0,"0,142857143",0.0,0.0,4.124725275,1.170427627,4.537936508,1.914237856,3.714166667,1.952222223,1.0,5.0,1.0,5.0,1.0,5.0,3.337769322,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1405021.0,106.0,TECNOLOGIA EM GESTÃO PÚBLICA,Educação a Distância,5300108.0,Brasília,DF,30.0,17.0,54.00588235,3.414610859,51.96470588,3.133519349,3.203,6.0,"0,352941176",1.307113098,3.730687304,5.017857143,2.851562501,5.186823593,3.047903388,4.251860119,2.20297619,1.0,5.0,1.0,5.0,1.0,5.0,3.867835763,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1405016.0,94.0,TECNOLOGIA EM LOGÍSTICA,Educação a Distância,5300108.0,Brasília,DF,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.5,0.0,2.0,0.0,3.0,0.871559633,1.0,5.0,1.0,5.0,1.0,5.0,,SC,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1445843.0,84.0,TECNOLOGIA EM MARKETING,Educação a Distância,5300108.0,Brasília,DF,8.0,4.0,58.15,3.57890084,44.875,2.447384475,2.73,2.0,"0,5",0.26535729,2.685473945,5.044871795,3.12275018,5.226136364,3.479910715,4.599206349,3.327410566,1.0,5.0,1.0,5.0,1.0,5.0,3.477355657,4,X
2022.0,403.0,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,1150599.0,85.0,TECNOLOGIA EM PROCESSOS GERENCIAIS,Educação a Distância,5300108.0,Brasília,DF,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,5.0,6.0,5.0,5.714285714,4.578454332,1.0,5.0,1.0,5.0,1.0,5.0,,SC,X
2022.0,404.0,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,8365.0,1.0,ADMINISTRAÇÃO,Educação Presencial,5300108.0,Brasília,DF,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,0.538461538,2.062937061,0.230769231,1.153846155,0.076923077,0.384615385,,SC,-
2022.0,404.0,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,8368.0,22.0,CIÊNCIAS CONTÁBEIS,Educação Presencial,5300108.0,Brasília,DF,48.0,10.0,42.36,1.770089405,19.07,1.391820247,1.486,7.0,"0,7",-2.196627206,1.22717356,4.826173826,2.423951767,4.674196511,2.344530521,3.738095238,1.829105474,0.3,0.799999998,0.2,1.0,0.1,0.5,1.319038799,2,-
2022.0,404.0,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,8370.0,13.0,CIÊNCIAS ECONÔMICAS,Educação Presencial,5300108.0,Brasília,DF,27.0,10.0,52.71,1.190757544,32.68,1.863864443,1.695,9.0,"0,9",-0.402489956,2.117170297,4.969387755,2.423469388,4.714332097,2.171530614,3.202806122,0.914848697,0.571428571,0.0,0.428571429,2.142857145,0.142857143,0.0,1.714763672,2,-
2022.0,404.0,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,20007.0,2.0,DIREITO,Educação Presencial,5300108.0,Brasília,DF,110.0,99.0,54.64949495,2.196436193,41.41818182,2.499487766,2.423,42.0,"0,424242424",-0.513294519,2.370145919,5.221350079,2.981277983,4.988648389,2.876867988,4.39292517,2.554451346,0.516129032,1.673387094,0.064516129,0.322580645,0.161290323,0.806451615,1.979971578,3,-
