ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,sigla_da_uf,no_de_cursos_com_cpc_no_trienio,alfa_(proporcao_de_graduacao),conceito_medio_de_graduacao,beta_(proporcao_de_mestrado_equivalente),conceito_medio_de_mestrado,gama_(proporcao_de_doutorandos_-_equivalente),conceito_medio_do_doutorado,igc_(continuo),igc_(faixa),(observacao),entidade_beneficiente_de_assistencia_social_(cebas)
2022,10385,INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES,ITESP,Faculdade,Privada sem fins lucrativos,SP,1,1.0,3.0062,0.0,0.0,0.0,0.0,3.0062,4,1,-
2022,10588,FACULDADE UNINABUCO SÃO LOURENÇO DA MATA,0,Faculdade,Privada sem fins lucrativos,PE,1,1.0,2.18337711,,,,,2.18337711,3,2,-
2022,10613,FACULDADE  FASUP,FASUP,Faculdade,Privada sem fins lucrativos,PE,1,1.0,1.50027032,,,,,1.50027032,2,2,-
2022,10685,Faculdade Multivix São Mateus,MULTIVIX SÃO MAT,Faculdade,Privada com fins lucrativos,ES,3,1.0,4.1583,0.0,0.0,0.0,0.0,4.1583,5,1,-
2022,10836,FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.,FAC-UNILAGOS,Faculdade,Privada com fins lucrativos,RJ,7,1.0,2.730699911,,,,,2.730699911,3,2,-
2022,11289,ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO,ESNS-SP,Faculdade,Privada sem fins lucrativos,SP,1,1.0,2.450635435,,,,,2.450635435,3,2,-
2022,11308,FACULDADE ANHANGUERA DE SUMARÉ,FACSUMARÉ,Faculdade,Privada com fins lucrativos,SP,11,1.0,2.3294,0.0,0.0,0.0,0.0,2.3294,3,1,-
2022,11428,FACULDADE DE TECNOLOGIA ALTO MÉDIO SÃO FRANCISCO,FAC FUNAM,Faculdade,Privada sem fins lucrativos,MG,2,1.0,3.2477,0.0,0.0,0.0,0.0,3.2477,4,1,-
2022,11429,FACULDADE ESPECIALIZADA NA ÁREA DE SAÚDE DO RIO GRANDE DO SUL,FASURGS,Faculdade,Privada com fins lucrativos,RS,3,1.0,2.7183,0.0,0.0,0.0,0.0,2.7183,3,1,-
2022,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Faculdade,Privada com fins lucrativos,GO,15,1.0,2.6016,0.0,0.0,0.0,0.0,2.6016,3,1,-
2022,11586,FACULDADES NETWORK - CAMPUS SUMARÉ,0,Faculdade,Privada com fins lucrativos,SP,1,1.0,2.1019,0.0,0.0,0.0,0.0,2.1019,3,1,-
2022,11593,FACULDADE CRISTÃ DA AMAZÔNIA,0,Faculdade,Privada com fins lucrativos,AP,0,,0.0,0.0,0.0,0.0,0.0,,SC,2,-
2022,11604,FACULDADE SANTA RITA DE CHAPECÓ,0,Faculdade,Privada sem fins lucrativos,SC,3,1.0,2.8679,0.0,0.0,0.0,0.0,2.8679,3,1,-
2022,11645,FACULDADE UNINASSAU VILHENA,FAEV,Faculdade,Privada com fins lucrativos,RO,6,1.0,2.2516,0.0,0.0,0.0,0.0,2.2516,3,1,-
2022,11750,FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM,-,Faculdade,Privada com fins lucrativos,SP,3,1.0,2.0628,0.0,0.0,0.0,0.0,2.0628,3,1,-
2022,11818,Faculdade Inspirar,Inspirar,Faculdade,Privada com fins lucrativos,PR,4,1.0,2.8602,0.0,0.0,0.0,0.0,2.8602,3,1,-
2022,11841,FACULDADE EVOLUÇÃO ALTO OESTE POTIGUAR,FACEP,Faculdade,Privada com fins lucrativos,RN,4,1.0,2.664,0.0,0.0,0.0,0.0,2.664,3,1,-
2022,11860,INSTITUTO NACIONAL DE ENSINO SUPERIOR E PÓS-GRADUAÇÃO PADRE GERVÁSIO,INAPÓS,Faculdade,Privada com fins lucrativos,MG,1,1.0,4.2807,0.0,0.0,0.0,0.0,4.2807,5,1,-
2022,11862,FACULDADE ALFREDO NASSER DE REMANSO,0,Faculdade,Privada sem fins lucrativos,BA,1,1.0,3.683,0.0,0.0,0.0,0.0,3.683,4,1,-
2022,11895,FACULDADE UNIBRASÍLIA,0,Faculdade,Privada com fins lucrativos,DF,3,1.0,2.2344,0.0,0.0,0.0,0.0,2.2344,3,1,-
2022,11951,FACULDADE DO SERTÃO BAIANO,FASBE,Faculdade,Privada com fins lucrativos,BA,1,1.0,2.1293,0.0,0.0,0.0,0.0,2.1293,3,1,-
2022,12268,FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE,FACO,Faculdade,Privada com fins lucrativos,PR,2,1.0,2.9462,0.0,0.0,0.0,0.0,2.9462,4,1,-
2022,12338,FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA,FACSALLE,Faculdade,Privada sem fins lucrativos,RS,3,1.0,2.8188,0.0,0.0,0.0,0.0,2.8188,3,1,X
2022,12430,FACULDADE METROPOLITANA SÃO CARLOS BJI,FAMESC-BJI,Faculdade,Privada com fins lucrativos,RJ,4,1.0,2.671542242,,,,,2.671542242,3,2,-
2022,12522,FACULDADE MOGIANA DO ESTADO DE SÃO PAULO,FAMOESP,Faculdade,Privada sem fins lucrativos,SP,10,1.0,2.7809,0.0,0.0,0.0,0.0,2.7809,3,1,-
2022,12523,Faculdade da Serra Gaúcha de Bento Gonçalves,0,Faculdade,Privada com fins lucrativos,RS,8,1.0,3.193750137,,,,,3.193750137,4,2,-
2022,12547,FACITEN - FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE NATAL,FACITEN,Faculdade,Privada com fins lucrativos,RN,1,1.0,0.7511,0.0,0.0,0.0,0.0,0.7511,1,1,-
2022,12620,FACULDADE SETE LAGOAS,FACSETE,Faculdade,Privada com fins lucrativos,MG,4,1.0,3.584290888,,,,,3.584290888,4,2,-
2022,12661,FACULDADE DE TECNOLOGIA SAINT PAUL,0,Faculdade,Privada com fins lucrativos,SP,1,1.0,3.605,0.0,0.0,0.0,0.0,3.605,4,1,-
2022,12723,FACULDADE FINACI,FINACI,Faculdade,Privada com fins lucrativos,SP,3,1.0,3.0158,0.0,0.0,0.0,0.0,3.0158,4,1,-
2022,12735,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DO XINGU E AMAZÔNIA,FACX,Faculdade,Privada sem fins lucrativos,PA,2,1.0,2.272635907,,,,,2.272635907,3,2,-
2022,12748,"FETAC - FACULDADE DE EDUCAÇÃO, TECNOLOGIA E ADMINISTRAÇÃO DE CAARAPÓ",FETAC,Faculdade,Privada com fins lucrativos,MS,2,1.0,2.3042,0.0,0.0,0.0,0.0,2.3042,3,1,-
2022,12749,"FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA",FAPEC,Faculdade,Privada com fins lucrativos,BA,1,1.0,2.5497,0.0,0.0,0.0,0.0,2.5497,3,1,-
2022,12754,FACULDADE CRISTÃ DE CURITIBA,FCC,Faculdade,Privada sem fins lucrativos,PR,2,1.0,2.347,0.0,0.0,0.0,0.0,2.347,3,1,-
2022,12758,Faculdade Unesc-Unama,FAEC-PVH,Faculdade,Privada com fins lucrativos,RO,2,1.0,2.0388,0.0,0.0,0.0,0.0,2.0388,3,1,-
2022,12766,FACULDADE UNIÃO DE CAMPO MOURÃO,0,Faculdade,Privada com fins lucrativos,PR,5,1.0,2.7382,0.0,0.0,0.0,0.0,2.7382,3,1,-
2022,12772,FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE,FTS,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.801706339,,,,,2.801706339,3,2,-
2022,12784,FACULDADE DE TECNOLOGIA FTEC,FTEC Novo Hambur,Faculdade,Privada com fins lucrativos,RS,3,1.0,3.111152275,,,,,3.111152275,4,2,-
2022,12791,FACULDADE ANHANGUERA DE PINDAMONHANGABA,0,Faculdade,Privada com fins lucrativos,SP,2,1.0,2.558745072,,,,,2.558745072,3,2,-
2022,12817,FACULDADE IMESP MONITOR,IMESP,Faculdade,Privada com fins lucrativos,SP,2,1.0,2.180288592,,,,,2.180288592,3,2,-
2022,12869,FACULDADES JOÃO PAULO II,FJP,Faculdade,Privada com fins lucrativos,RS,1,1.0,1.195975797,,,,,1.195975797,2,2,-
2022,12899,FACULDADE IBRA DE MINAS GERAIS,FACULDADE IBRA,Faculdade,Privada com fins lucrativos,MG,1,1.0,1.3186,0.0,0.0,0.0,0.0,1.3186,2,1,-
2022,12916,IPOG - INSTITUTO DE PÓS-GRADUAÇÃO & GRADUAÇÃO,IPOG,Faculdade,Privada com fins lucrativos,GO,2,1.0,3.2842,0.0,0.0,0.0,0.0,3.2842,4,1,-
2022,12922,FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA,FATEC/BA,Faculdade,Privada com fins lucrativos,BA,2,1.0,1.9403,0.0,0.0,0.0,0.0,1.9403,2,1,-
2022,12923,FACULDADE DE TECNOLOGIA IPANEMA,0,Faculdade,Privada com fins lucrativos,SP,2,1.0,2.1191,0.0,0.0,0.0,0.0,2.1191,3,1,-
2022,12928,FACULDADE CGESP GOIANIA,0,Faculdade,Privada com fins lucrativos,GO,3,1.0,2.8514,0.0,0.0,0.0,0.0,2.8514,3,1,-
2022,12946,FACULDADE DE MATO GROSSO,FAMAT,Faculdade,Privada com fins lucrativos,MT,1,1.0,2.8983,0.0,0.0,0.0,0.0,2.8983,3,1,-
2022,13014,FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRASÍLIA,FATEO,Faculdade,Privada sem fins lucrativos,DF,2,1.0,2.505,0.0,0.0,0.0,0.0,2.505,3,1,-
2022,13034,Faculdade de Ensino Superior,FASES,Faculdade,Privada com fins lucrativos,MG,1,,0.0,0.0,0.0,0.0,0.0,,SC,2,-
2022,13106,FACULDADE DE TECNOLOGIA LOURENÇO FILHO,FATEC FLF,Faculdade,Privada com fins lucrativos,CE,1,1.0,2.9617,0.0,0.0,0.0,0.0,2.9617,4,1,-
2022,13133,FACULDADE ANHANGUERA DE GOIÂNIA,0,Faculdade,Privada com fins lucrativos,GO,3,1.0,1.863,0.0,0.0,0.0,0.0,1.863,2,1,-
2022,13300,FACULDADE ADJETIVO CETEP,ADJETIVO-CETEP,Faculdade,Privada com fins lucrativos,MG,1,1.0,1.7633,0.0,0.0,0.0,0.0,1.7633,2,1,-
2022,13359,FACULDADE IDEAU DE BAGÉ,IDEAU,Faculdade,Privada com fins lucrativos,RS,6,1.0,3.0515,0.0,0.0,0.0,0.0,3.0515,4,1,-
2022,13417,FACULDADE PRINCESA DO OESTE,FPO,Faculdade,Privada com fins lucrativos,CE,3,1.0,2.5169,0.0,0.0,0.0,0.0,2.5169,3,1,-
2022,13476,FACULDADE SÃO BASÍLIO MAGNO,FASBAM,Faculdade,Privada sem fins lucrativos,PR,1,1.0,2.4999,0.0,0.0,0.0,0.0,2.4999,3,1,-
2022,13481,FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA,FRB-GV,Faculdade,Privada sem fins lucrativos,SP,3,1.0,2.3706,0.0,0.0,0.0,0.0,2.3706,3,1,X
2022,13484,FACULDADE EUROPÉIA DE VITÓRIA,FAEV,Faculdade,Privada sem fins lucrativos,ES,1,1.0,2.1941,0.0,0.0,0.0,0.0,2.1941,3,1,-
2022,13486,FACULDADE FACTUM,Factum,Faculdade,Privada com fins lucrativos,RS,1,1.0,2.4978,0.0,0.0,0.0,0.0,2.4978,3,1,-
2022,13488,FACULDADE SEQÜENCIAL,0,Faculdade,Privada sem fins lucrativos,SP,3,1.0,1.9079,0.0,0.0,0.0,0.0,1.9079,2,1,-
2022,13527,FACULDADE CANÇÃO NOVA,FCN,Faculdade,Privada sem fins lucrativos,SP,0,,0.0,0.0,0.0,0.0,0.0,,SC,2,-
2022,13620,FACULDADE ANHANGUERA DE PORTO ALEGRE,0,Faculdade,Privada com fins lucrativos,RS,1,1.0,2.9628,0.0,0.0,0.0,0.0,2.9628,4,1,-
2022,13631,"Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão",CENSUPEG,Faculdade,Privada com fins lucrativos,RJ,8,1.0,1.9679,0.0,0.0,0.0,0.0,1.9679,3,1,-
2022,13648,FACULDADE DE SÃO MARCOS,FACSM,Faculdade,Privada com fins lucrativos,RS,1,1.0,2.6867,0.0,0.0,0.0,0.0,2.6867,3,1,-
2022,13663,FACULDADE ISEIB DE BETIM,FISBE,Faculdade,Privada com fins lucrativos,MG,4,1.0,2.3552,0.0,0.0,0.0,0.0,2.3552,3,1,-
2022,13666,FACULDADE DE DIREITO DE CONTAGEM,FDCON,Faculdade,Privada com fins lucrativos,MG,1,1.0,2.7182,0.0,0.0,0.0,0.0,2.7182,3,1,-
2022,13684,FACULDADE ANHANGUERA DE CONTAGEM,PIT Contagem,Faculdade,Privada com fins lucrativos,MG,7,1.0,2.4574,0.0,0.0,0.0,0.0,2.4574,3,1,-
2022,13716,FACULDADE DE TECNOLOGIA GAP,GAP,Faculdade,Privada com fins lucrativos,GO,2,1.0,2.8219,0.0,0.0,0.0,0.0,2.8219,3,1,-
2022,13717,FACULDADES DO VALE DO ARARANGUA - FVA,FVA,Faculdade,Privada com fins lucrativos,SC,1,1.0,2.8536,0.0,0.0,0.0,0.0,2.8536,3,1,-
2022,13728,FACULDADE DOS CARAJÁS,0,Faculdade,Privada com fins lucrativos,PA,4,1.0,2.1497,0.0,0.0,0.0,0.0,2.1497,3,1,-
2022,13743,Faculdade Anhanguera de Governador Valadares,PIT GV,Faculdade,Privada com fins lucrativos,MG,9,1.0,2.1784,0.0,0.0,0.0,0.0,2.1784,3,1,-
2022,13749,FACULDADE EDUCACIONAL ARAUCÁRIA,Facear,Faculdade,Privada com fins lucrativos,PR,6,1.0,2.816118433,,,,,2.816118433,3,2,-
2022,13782,FACULDADE DE SANTA CRUZ DA BAHIA,FSC,Faculdade,Privada com fins lucrativos,BA,1,1.0,2.0319,0.0,0.0,0.0,0.0,2.0319,3,1,-
2022,13783,FACULDADE ESTÁCIO DE FEIRA DE SANTANA,ESTÁCIO FEIRA DE,Faculdade,Privada com fins lucrativos,BA,6,1.0,2.7467,0.0,0.0,0.0,0.0,2.7467,3,1,-
2022,13792,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,FANORTE CACOAL,Faculdade,Privada com fins lucrativos,RO,5,1.0,1.8983,0.0,0.0,0.0,0.0,1.8983,2,1,-
2022,13796,FACULDADE DE PORTO FELIZ,0,Faculdade,Privada com fins lucrativos,SP,3,1.0,2.3608,0.0,0.0,0.0,0.0,2.3608,3,1,-
2022,13805,FACULDADE ADVENTISTA DA AMAZÔNIA,FAAMA,Faculdade,Privada sem fins lucrativos,PA,1,1.0,2.8262,0.0,0.0,0.0,0.0,2.8262,3,1,X
2022,13809,FACULDADE SANTO AGOSTINHO DE SETE LAGOAS,FASASETE,Faculdade,Privada com fins lucrativos,MG,1,1.0,2.8845,0.0,0.0,0.0,0.0,2.8845,3,1,-
2022,13812,ESCOLA SUPERIOR ABERTA DO BRASIL,ESAB,Faculdade,Privada com fins lucrativos,ES,7,1.0,2.8274,0.0,0.0,0.0,0.0,2.8274,3,1,-
2022,13828,FACULDADE ISEIB DE BELO HORIZONTE,FIBH,Faculdade,Privada com fins lucrativos,MG,4,1.0,2.387047344,,,,,2.387047344,3,2,-
2022,13832,FACULDADE SAGRADA FAMÍLIA,FASF,Faculdade,Privada sem fins lucrativos,PR,3,1.0,2.4519,0.0,0.0,0.0,0.0,2.4519,3,1,-
2022,13873,FACULDADE FINOM DE PATOS DE MINAS,FINOM,Faculdade,Privada com fins lucrativos,MG,3,1.0,2.1041,0.0,0.0,0.0,0.0,2.1041,3,1,-
2022,13883,FACULDADE MURIALDO,FAMUR,Faculdade,Privada sem fins lucrativos,RS,4,1.0,3.4725,0.0,0.0,0.0,0.0,3.4725,4,1,-
2022,13889,FACULDADE ITAPURANGA,0,Faculdade,Privada com fins lucrativos,GO,3,1.0,2.0099,0.0,0.0,0.0,0.0,2.0099,3,1,-
2022,13897,FACULDADE LABORO,Laboro,Faculdade,Privada com fins lucrativos,MA,3,1.0,2.1222,0.0,0.0,0.0,0.0,2.1222,3,1,-
2022,13982,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE BELÉM,0,Centro Universitário,Privada com fins lucrativos,PA,6,1.0,2.735,0.0,0.0,0.0,0.0,2.735,3,1,-
2022,14028,Centro Universitário UNA de Betim,UNA,Centro Universitário,Privada com fins lucrativos,MG,15,1.0,2.9772,0.0,0.0,0.0,0.0,2.9772,4,1,-
2022,14029,Faculdade Presidente Antônio Carlos de Aimorés,0,Faculdade,Privada com fins lucrativos,MG,5,1.0,2.6079,0.0,0.0,0.0,0.0,2.6079,3,1,-
2022,14097,FACULDADE REFIDIM,Refidim,Faculdade,Privada sem fins lucrativos,SC,1,1.0,3.3833,0.0,0.0,0.0,0.0,3.3833,4,1,-
2022,14101,Faculdade Presidente Antônio Carlos de Baependi,FAPAC BAEPENDI,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.447,0.0,0.0,0.0,0.0,2.447,3,1,-
2022,14115,Faculdade Presidente Antônio Carlos de Ponte Nova,0,Faculdade,Privada sem fins lucrativos,MG,3,1.0,2.1386,0.0,0.0,0.0,0.0,2.1386,3,1,-
2022,14121,Faculdade Presidente Antônio Carlos de São João Nepomuceno,0,Faculdade,Privada sem fins lucrativos,MG,2,1.0,1.8562,0.0,0.0,0.0,0.0,1.8562,2,1,-
2022,14132,Faculdade Presidente Antônio Carlos de Itanhandu,FAPACI,Faculdade,Privada sem fins lucrativos,MG,2,1.0,1.18223027,,,,,1.18223027,2,2,-
2022,14133,Faculdade Presidente Antônio Carlos de Lambari,FAPAC LAMBARI,Faculdade,Privada sem fins lucrativos,MG,3,1.0,1.5561,0.0,0.0,0.0,0.0,1.5561,2,1,-
2022,14147,Faculdade Presidente Antônio Carlos de Barão de Cocais,0,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.5305,0.0,0.0,0.0,0.0,2.5305,3,1,-
2022,14148,Faculdade Presidente Antônio Carlos de Mariana,FAPAM,Faculdade,Privada sem fins lucrativos,MG,1,1.0,3.090095221,,,,,3.090095221,4,2,-
2022,14151,Faculdade Presidente Antônio Carlos de Nova Lima,0,Faculdade,Privada sem fins lucrativos,MG,1,1.0,1.850137247,,,,,1.850137247,2,2,-
2022,14156,Faculdade Presidente Antônio Carlos de Teófilo Otoni,0,Faculdade,Privada com fins lucrativos,MG,14,1.0,2.9024,0.0,0.0,0.0,0.0,2.9024,3,1,-
2022,14157,Faculdade de Educação e Estudos Sociais de Uberlândia,FEESU,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.0362,0.0,0.0,0.0,0.0,2.0362,3,1,-
2022,14161,Faculdade Única de Contagem,FUNIC,Faculdade,Privada com fins lucrativos,MG,3,1.0,2.0813,0.0,0.0,0.0,0.0,2.0813,3,1,-
2022,14162,Faculdade Presidente Antônio Carlos de Governador Valadares,FAPAC - GV,Faculdade,Privada sem fins lucrativos,MG,7,1.0,2.2178,0.0,0.0,0.0,0.0,2.2178,3,1,-
2022,14165,FACULDADE TRÊS PONTAS,FATEP,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.6123,0.0,0.0,0.0,0.0,2.6123,3,1,-
2022,14243,Faculdade Presidente Antônio Carlos de Itabirito,0,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.6346,0.0,0.0,0.0,0.0,2.6346,3,1,-
2022,14246,Faculdade Presidente Antônio Carlos de Uberaba,0,Faculdade,Privada sem fins lucrativos,MG,4,1.0,2.790838275,,,,,2.790838275,3,2,-
2022,14248,Faculdade Presidente Antônio Carlos de Uberlândia,0,Faculdade,Privada sem fins lucrativos,MG,14,1.0,1.73,0.0,0.0,0.0,0.0,1.73,2,1,-
2022,14288,FACULDADE CATÓLICA DE SANTA CATARINA,FACASC,Faculdade,Privada sem fins lucrativos,SC,1,1.0,3.6267,0.0,0.0,0.0,0.0,3.6267,4,1,-
2022,14297,Faculdade Unirb - Parnaíba,0,Faculdade,Privada com fins lucrativos,PI,3,1.0,2.112361937,,,,,2.112361937,3,2,-
2022,14313,NOVA FACULDADE,NF,Faculdade,Privada com fins lucrativos,MG,5,1.0,2.3332,0.0,0.0,0.0,0.0,2.3332,3,1,-
2022,14321,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE FORTALEZA,0,Centro Universitário,Privada com fins lucrativos,CE,16,1.0,2.7358,0.0,0.0,0.0,0.0,2.7358,3,1,-
2022,14342,FACULDADE REDENTOR DE CAMPOS,FACREDENTOR,Faculdade,Privada sem fins lucrativos,RJ,5,1.0,2.9114,0.0,0.0,0.0,0.0,2.9114,3,1,-
2022,14401,FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES,FAMO,Faculdade,Privada com fins lucrativos,SP,4,1.0,1.7029,0.0,0.0,0.0,0.0,1.7029,2,1,-
2022,14403,CENTRO UNIVERSITÁRIO DO PARANÁ,CESUMAR,Centro Universitário,Privada com fins lucrativos,PR,11,1.0,2.6413,0.0,0.0,0.0,0.0,2.6413,3,1,-
2022,14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,DF,15,0.984496124,3.071451434,0.015503876,4.0,,,3.085847535,4,2,-
2022,14429,FACULDADE ANHANGUERA DE MACEIÓ,0,Faculdade,Privada com fins lucrativos,AL,9,1.0,2.5736,0.0,0.0,0.0,0.0,2.5736,3,1,-
2022,14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,BA,11,0.9109,2.7388,0.0891,4.0,0.0,0.0,2.8512,3,1,-
2022,14715,Centro Universitário Piaget,FACPIAGET,Centro Universitário,Privada sem fins lucrativos,SP,12,1.0,3.1779,0.0,0.0,0.0,0.0,3.1779,4,1,-
2022,14717,Centro Universitário Maurício de Nassau de Caruaru,0,Centro Universitário,Privada com fins lucrativos,PE,11,1.0,2.704133284,,,,,2.704133284,3,2,-
2022,14724,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,PR,42,0.9611,2.9082,0.0389,4.0964,0.0,0.0,2.9544,4,1,-
2022,14727,FACULDADE PROGRESSO,FAP,Faculdade,Privada com fins lucrativos,SP,3,1.0,1.655631735,,,,,1.655631735,2,2,-
2022,14784,FACULDADE DE TECNOLOGIA SENAI CURITIBA,0,Faculdade,Privada sem fins lucrativos,,2,1.0,3.351281951,,,,,3.351281951,4,2,-
2022,14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO,FFRAMO,Faculdade,Privada com fins lucrativos,SP,1,1.0,2.5355,0.0,0.0,0.0,0.0,2.5355,3,1,-
2022,14869,Faculdade Faipe,0,Faculdade,Privada com fins lucrativos,MT,2,1.0,2.759886072,,,,,2.759886072,3,2,-
2022,14879,FACULDADE DOURADO,FD,Faculdade,Privada com fins lucrativos,SP,1,1.0,1.6878,0.0,0.0,0.0,0.0,1.6878,2,1,-
2022,14882,FACULDADE HORIZONTE,FACHORIZONTE,Faculdade,Privada com fins lucrativos,DF,3,1.0,2.1156,0.0,0.0,0.0,0.0,2.1156,3,1,-
2022,14890,FACULDADE PRAIA GRANDE,FPG,Faculdade,Privada com fins lucrativos,SP,4,1.0,2.119417359,,,,,2.119417359,3,2,-
2022,14892,FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA,FCSB,Faculdade,Privada com fins lucrativos,SP,1,1.0,3.3932,0.0,0.0,0.0,0.0,3.3932,4,1,-
2022,14901,FACULDADE INTEGRADA CARAJÁS,FIC,Faculdade,Privada com fins lucrativos,PA,1,1.0,1.7924,0.0,0.0,0.0,0.0,1.7924,2,1,-
2022,14927,FACULDADE ÚNICA DE FORMAÇÃO E ENSINO,FASG,Faculdade,Privada com fins lucrativos,ES,4,1.0,1.5636,0.0,0.0,0.0,0.0,1.5636,2,1,-
2022,14947,FACULDADE DE CIÊNCIAS DO TOCANTINS,FACIT,Faculdade,Privada com fins lucrativos,TO,2,1.0,1.8831,0.0,0.0,0.0,0.0,1.8831,2,1,-
2022,14951,FACULDADE DE ENGENHARIA E INOVAÇÃO TÉCNICO PROFISSI,FEITEP,Faculdade,Privada com fins lucrativos,PR,3,1.0,3.5639,0.0,0.0,0.0,0.0,3.5639,4,1,-
2022,14961,FACULDADE DE TECNOLOGIA EM SAÚDE - IAHCS,FATESA,Faculdade,Privada sem fins lucrativos,RS,1,1.0,2.1934,0.0,0.0,0.0,0.0,2.1934,3,1,-
2022,14969,FACULDADE DE TECNOLOGIA EM SAÚDE,FATESA,Faculdade,Privada com fins lucrativos,SP,2,1.0,2.8677,0.0,0.0,0.0,0.0,2.8677,3,1,-
2022,14975,FACULDADE DO NORDESTE DA BAHIA,FANEB,Faculdade,Privada com fins lucrativos,BA,3,1.0,3.0141,0.0,0.0,0.0,0.0,3.0141,4,1,-
2022,14996,FACULDADE DE GESTAO E NEGOCIOS DE SALVADOR,FGN,Faculdade,Privada com fins lucrativos,BA,2,1.0,2.9612,0.0,0.0,0.0,0.0,2.9612,4,1,-
2022,15001,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,Universidade,Pública Federal,PR,17,0.7062,3.669,0.2596,4.2823,0.0343,4.5,3.8566,4,1,-
2022,15015,Universidade Estadual do Norte do Paraná,UENP,Universidade,Pública Estadual,PR,28,0.8976,2.9055,0.0879,4.285,0.0145,4.5,3.0499,4,1,-
2022,15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Universidade,Privada sem fins lucrativos,SC,26,0.9058,3.0093,0.0942,4.5,0.0,0.0,3.1497,4,1,X
2022,15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Universidade,Pública Federal,PA,19,0.748838347,2.948228469,0.174859379,4.207920792,0.076302274,4.554054054,3.29102563,4,2,-
2022,15079,FACULDADE MASTER DE PARAUAPEBAS - FAMAP,FAMAP,Faculdade,Privada com fins lucrativos,PA,0,,0.0,0.0,0.0,0.0,0.0,,SC,2,-
2022,15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Universidade,Pública Federal,SC,36,0.845495603,3.38169918,0.14879962,4.320445609,0.005704778,4.5,3.52776395,4,2,-
2022,15133,FACULDADE JARDINS,FAJAR,Faculdade,Privada com fins lucrativos,SE,5,1.0,2.5977,0.0,0.0,0.0,0.0,2.5977,3,1,-
2022,15135,FACULDADE DE TECNOLOGIA SENAC AMAZONAS,0,Faculdade,Privada sem fins lucrativos,AM,1,1.0,2.6346,0.0,0.0,0.0,0.0,2.6346,3,1,-
2022,15173,FACULDADE EVANGÉLICA DE JARAGUÁ,FEJA,Faculdade,Privada com fins lucrativos,,2,1.0,2.8593,0.0,0.0,0.0,0.0,2.8593,3,1,X
2022,15236,FACULDADE DE TECNOLOGIA ALCIDES MAYA,AMTEC,Faculdade,Privada com fins lucrativos,RS,1,1.0,2.1771,0.0,0.0,0.0,0.0,2.1771,3,1,-
2022,15272,"FACULDADE DE TECNOLOGIA, EDUCAÇÃO SUPERIOR E PROFISSIONAL",FATESP,Faculdade,Privada com fins lucrativos,PI,4,1.0,2.2369,0.0,0.0,0.0,0.0,2.2369,3,1,-
2022,15280,"Faculdade Brasileira de Ensino, Pesquisa e Extensão",FABEX,Faculdade,Privada com fins lucrativos,PB,2,1.0,1.9703,0.0,0.0,0.0,0.0,1.9703,3,1,-
